,pilot3_identifier,sentence,sent_identifier,cond,cond_selection,sent_identifier_old_orig_pilot3.1,sent_cat,sent_cat_add,drop_bool,change_bool,mean_mem
599,pilot3sessM.0600,Sizes range from 2XL to 3XL.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.137951,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03707379,,,,,0.7970461678707862
600,pilot3sessM.0601,"Regardless, they end up quantifying risk.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.037514,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01001530,,,,,0.7404951065735285
601,pilot3sessM.0602,Here is more on these platforms.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.090050,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02430978,NAS,,,,0.7509481580812908
602,pilot3sessM.0603,The fifth character is Mr. Globe.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.044135,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01189876,,,,1.0,0.7739267383330487
603,pilot3sessM.0604,It changes everything about human interaction.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.177038,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04756309,,,,,0.744679548241623
604,pilot3sessM.0605,Do you have any Japanese foods?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.145804,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03942202,Q,,,,0.7691078125899417
605,pilot3sessM.0606,"Game on, Barney to throw first.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.002889,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00078428,NAS,,,,0.760559877569368
606,pilot3sessM.0607,"In this case, it is not.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.086387,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02338444,,,,,0.7649245512538932
607,pilot3sessM.0608,This procedure works in most cases.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.150722,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04070223,,,,,0.7549464519240492
608,pilot3sessM.0609,How debilitating the sensory issues are.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.112522,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03021645,,,,,0.7548937824258828
609,pilot3sessM.0610,Enjoy and stay connected with us!!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.044553,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01201021,com,,,,0.7409833926594035
610,pilot3sessM.0611,It also included two data centers.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.004967,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00135388,,,,,0.7607225705665085
611,pilot3sessM.0612,Are you ready for an exploration?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.018147,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00486141,Q,,,,0.7505211865591224
612,pilot3sessM.0613,Why am I practicing SUP yoga?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.102432,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02762248,Q,,,,0.796829477735349
613,pilot3sessM.0614,If the Downloading will not start.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.034603,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00935499,NAS,,,,0.7486674297365425
614,pilot3sessM.0615,Each block can be individually deleted.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.160043,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04300835,,,,,0.7241324045521719
615,pilot3sessM.0616,Please do send me a message!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.011981,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00319211,com,,,,0.7525608511321803
616,pilot3sessM.0617,What if nature had a voice?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.136181,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03677858,Q,,,,0.754939573767618
617,pilot3sessM.0618,Doubly important ones can be asterisked.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.155891,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04210206,,,,,0.7384936719303336
618,pilot3sessM.0619,I'm definitely up to the challenge!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.000648,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00017982,,,,,0.7462152583989202
619,pilot3sessM.0620,Visit my Author Website for more.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.091495,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02475958,com,,,,0.7719141357192321
620,pilot3sessM.0621,From the Baldy tunnel higher up.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.032325,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00872815,NAS,,,,0.7877504692100102
621,pilot3sessM.0622,"For purely constitutional reasons, of course.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.164723,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04455086,NAS,,,,0.723329492845894
622,pilot3sessM.0623,It actually simplifies lots of points.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.089496,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02401739,,,,,0.7382645966068854
623,pilot3sessM.0624,How to create a personalized chart.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.017002,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00458527,NAS,,,,0.7463621466760931
624,pilot3sessM.0625,"He was happy, upbeat and friendly.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.002101,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00058274,,,,,0.7399577729582784
625,pilot3sessM.0626,I'm starting to get a complex.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.121106,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03275948,,,,,0.7480035201940307
626,pilot3sessM.0627,Maybe it's time for a rest.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.054448,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01451516,,,,,0.7553908136043829
627,pilot3sessM.0628,Glam Morena: Tutorial: In Full Bloom.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.137193,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03715708,NAS,,,,0.8071682644148964
628,pilot3sessM.0629,The control comes with ease now.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.140825,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03806902,,,,,0.7510799344526768
629,pilot3sessM.0630,More gravel would have been better.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.001956,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00053416,,,,,0.7474861990531951
630,pilot3sessM.0631,It is only your own projection.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.060775,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01647561,,,,,0.7617870080868366
631,pilot3sessM.0632,So the wise renounce that aim.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.044039,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01190651,,,,,0.7486766512739318
632,pilot3sessM.0633,A must for all hosta collections.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.011357,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00302152,NAS,,,,0.7781813585230322
633,pilot3sessM.0634,Regulation facilitates safety and passenger confidence.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.102004,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02759533,,,,,0.7363416775921738
634,pilot3sessM.0635,Today I didn't even buy NME.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.031385,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00847987,,,,,0.7976004808867138
635,pilot3sessM.0636,It will shrink to almost nothing!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.001843,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00051406,,,,,0.7456213796397758
636,pilot3sessM.0637,I'd rather fight mosquitoes than bats.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.055046,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01487975,,,,,0.7756571892776088
637,pilot3sessM.0638,Our Dawes payday loan can help!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.016072,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00435876,,,,,0.766303380309114
638,pilot3sessM.0639,"Business in Silverburn Shopping Centre, Glasgow.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.004332,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00117854,NAS,NP,1.0,,0.791007044429083
639,pilot3sessM.0640,This is all in one song.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.072853,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01976735,,,,,0.774381177454374
640,pilot3sessM.0641,SEO- short for search engine optimization.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.140148,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03788676,NAS,NP,,,0.7568112368695007
641,pilot3sessM.0642,If so - how can I pay?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.033785,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00912618,Q,,,,0.7552976062285333
642,pilot3sessM.0643,Just move on to the next.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.141302,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03828466,com,,,,0.7468394340304793
643,pilot3sessM.0644,I Luv U SO much Forever.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.169478,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04577337,,,,,0.7818720299627678
644,pilot3sessM.0645,We may outgrow and forget them.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.104287,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02820887,,,,,0.7596269715614788
645,pilot3sessM.0646,Is Luton plane stack a joke?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.157366,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04253468,Q,,,,0.7767818521138538
646,pilot3sessM.0647,"First of all, visit Disney Store.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.065286,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01763312,com,,,,0.7756600129719402
647,pilot3sessM.0648,"Keep Your Private Stuff, well, Private!",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.133099,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03599146,com,,,,0.7508795673554234
648,pilot3sessM.0649,People apparently don't get my sarcasm.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.041077,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01096179,,,,,0.7708501593260135
649,pilot3sessM.0650,I'm mad at that stupid toy.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.168148,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04557802,,,,,0.7954199246945183
650,pilot3sessM.0651,With the Dubai offline mobile map!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.030998,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00837574,NAS,,,,0.7711081333082922
651,pilot3sessM.0652,Never been to Cairns Airport before?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107966,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02914352,Q,,,,0.7591466150879104
652,pilot3sessM.0653,With standard Plone that is impossible.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.107455,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02900295,NAS,,,,0.7576224007909921
653,pilot3sessM.0654,It's easy to be led astray.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.064561,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01743742,,,,,0.7401124773306639
654,pilot3sessM.0655,"That project continues, for the moment.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.176792,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04778412,,,,,0.7501636711252616
655,pilot3sessM.0656,What Does 'Surf the Web' Mean?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.137047,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03711825,Q,,,,0.7802172849002095
656,pilot3sessM.0657,This from an ex fighter pilot.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.025846,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00694523,NAS,,,,0.7963038634007814
657,pilot3sessM.0658,"This is dumb, really, really dumb.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.067799,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01831049,,,,,0.7816788909259976
658,pilot3sessM.0659,What exactly's the matter with me?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.160392,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04337261,Q,,,1.0,0.7622382729633675
659,pilot3sessM.0660,How do you want to feel?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.024549,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00657253,Q,,,,0.7474476861172393
660,pilot3sessM.0661,"Then, there was a brief drizzle.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.140735,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03784671,,,,,0.738908329795343
661,pilot3sessM.0662,Nico hears his dad and smiles.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.022601,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00609791,,,,,0.7797549330685724
662,pilot3sessM.0663,Ideal for indoor or outdoor cultivation.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.156384,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04200352,NAS,,,,0.7632014166740017
663,pilot3sessM.0664,How does billing and collection work?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.170647,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04626442,Q,,,,0.7686992156580175
664,pilot3sessM.0665,"Honest answer is, I'm not sure.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.029880,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00806801,,,,,0.7423712291126097
665,pilot3sessM.0666,This is pretty damn cool right?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.120146,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03248635,Q,,,,0.7796028170737911
666,pilot3sessM.0667,Let's start with this month's bag!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.181552,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04906901,com,,,1.0,0.7607751557130703
667,pilot3sessM.0668,Share resource: Computer keyboard explanation posters.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.168783,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04575416,NAS,,,,0.7767128123764833
668,pilot3sessM.0669,"Tomorrow, I will post about this.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.158732,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04263877,,,,,0.7714346314577845
669,pilot3sessM.0670,"Surface texture; Smooth, sandy or rough.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.057130,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01524409,NAS,,,,0.7435628306271599
670,pilot3sessM.0671,Kitchen with dining area and woodburner.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.099293,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02687760,NAS,NP,,,0.7690080078135204
671,pilot3sessM.0672,Flexible packages to fit every budget.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.019446,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00524773,NAS,NP,,,0.7475525790304921
672,pilot3sessM.0673,This is our sixth stop today.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.083887,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02270055,,,,,0.7678345521106623
673,pilot3sessM.0674,I highly recommend the hot chik'n.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.160089,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04337530,,,,,0.7775223124118981
674,pilot3sessM.0675,Three sisters preceded her in death.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.151449,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04095631,,,,,0.7759060755422543
675,pilot3sessM.0676,Lower sales will get their attention.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.085635,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02297115,,,,,0.7431278277844933
676,pilot3sessM.0677,Adding this one to my list!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.036124,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00975457,NAS,,,,0.7545046041904865
677,pilot3sessM.0678,It stands for Hypertext Transfer Protocol.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.113866,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03074576,,,,,0.7658371532228131
678,pilot3sessM.0679,Because I couldn't work it out.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.032816,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00888947,,,,,0.7553715881261068
679,pilot3sessM.0680,Lastly the Popsugar Must have Mix.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.122338,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03310994,NAS,,,,0.7784800928802785
680,pilot3sessM.0681,My heart just started to pound!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.061934,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01673882,,,,,0.7690959152986335
681,pilot3sessM.0682,"Last, you will score for variety.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.167768,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04506004,,,,,0.7430304365727626
682,pilot3sessM.0683,"Unfortunately, I'd left the flash on.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.132182,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03552614,,,,,0.762581178962998
683,pilot3sessM.0684,Every meeting needs to be strong.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.166398,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04492660,,,,,0.722593045759175
684,pilot3sessM.0685,"For example, text, textarea, checkbox etc.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.078934,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02135993,NAS,,,,0.7774975140023238
685,pilot3sessM.0686,So you missed the open house?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.000974,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00026364,Q,,,,0.7462123081601364
686,pilot3sessM.0687,The product is available as download-version.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.102368,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02747972,,,,,0.7690763450098146
687,pilot3sessM.0688,Keep it simple like Kim does.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.124039,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03356646,com,,,,0.7673662295345961
688,pilot3sessM.0689,The CEO of Levi's does it.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.024764,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00664373,,,,,0.7825234029350955
689,pilot3sessM.0690,"Read unbiased reviews, ratings and recommendations.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.060761,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01622995,com,,,,0.774286657543357
690,pilot3sessM.0691,Well a busy but great day!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.086185,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02332752,NAS,,,,0.7508377008302758
691,pilot3sessM.0692,And that is immigration form changes.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.181772,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04927575,,,,,0.755921410337768
692,pilot3sessM.0693,It was overwhelming support for Epic.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.093067,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02515547,,,,,0.7496236854324643
693,pilot3sessM.0694,Implementation of Behavior-Driven Development is straightforward.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.118373,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03181923,,,,,0.7369248343367212
694,pilot3sessM.0695,Check out the inspiration board below.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.002081,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00057622,com,,,,0.7617698728652124
695,pilot3sessM.0696,"Michael and All Angels Church, Lihue.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.131523,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03555176,NAS,NP,1.0,,0.7990657975315058
696,pilot3sessM.0697,Click here to sign the petition.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.013372,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00360876,com,,1.0,,0.757565208367784
697,pilot3sessM.0698,Viaggi mentali description learning information digits.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.068583,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01852699,NAS,,,,0.7887253855026044
698,pilot3sessM.0699,Or you can use Meeting Mapper.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.013946,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00377871,,,,,0.7674503091871997
699,pilot3sessM.0700,He was very patient and sure-footed.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.010552,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00285117,,,,,0.7396866410634875
700,pilot3sessM.0701,Describing migration and life history patterns.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.095713,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02589870,NAS,,,,0.7509482451997863
701,pilot3sessM.0702,Oracles were revered in premodern societies.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.039388,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01060153,,,,,0.779763365930628
702,pilot3sessM.0703,Do you have 2 memory DIMMS?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.038076,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01026227,Q,,,,0.7813472285514895
703,pilot3sessM.0704,She has never danced with him.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.133249,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03602839,,,,,0.7493490103477539
704,pilot3sessM.0705,Thread: How To Do Graffiti Art?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.159763,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04328696,NAS,,,,0.7798369292664394
