sentence,condition,correct,sent_identifier,index,original_index,item_id
It is round and relatively small.,low,0.8133333333333334,,low.02265,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00463689,2265
Getting to your session is easy.,low,0.78,,low.02266,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03425111,2266
His policies are out of touch.,low,0.6623376623376623,cocaspok2012.6.003493,low.02267,cocaspok2012.042683,2267
"I'm not afraid of failure, no.",low,0.7142857142857143,cocaspok2011.6.006075,low.02268,cocaspok2011.0076762,2268
Had he calculated correctly for once?,low,0.7592592592592593,torontomyst.6.098967,low.02269,torontomyst.1312574,2269
Great success tonight upon first attempt..,low,0.631578947368421,,low.02270,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02010395,2270
But still Tom seemed to hesitate.,low,0.6811594202898551,torontomyst.6.139655,low.02271,torontomyst.1809910,2271
The application is easy to use.,low,0.7794117647058824,,low.02272,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01903559,2272
And we can get even better.,low,0.711864406779661,cornellmov.6.037064,low.02273,cornellmov.0226935,2273
Shipping was quick and easy too.,low,0.75,,low.02274,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02503098,2274
"He appeared startled, but seemingly unharmed.",low,0.6779661016949152,torontofantasy.6.130370,low.02275,torontofantasy.1785565,2275
"It was clean, bright and comfortable.",low,0.7792207792207793,,low.02276,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04640240,2276
It sends its own valuable signal.,low,0.6470588235294118,,low.02277,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04433165,2277
Because we're almost out of time.,low,0.6712328767123288,cocaspok2006.6.007604,low.02278,cocaspok2006.0118629,2278
We give you peace of mind.,low,0.6753246753246753,,low.02279,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01642319,2279
Focus on breathing deeply and slowly.,low,0.8627450980392157,,low.02280,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272802,2280
Its improper use cannot be tolerated.,low,0.6774193548387096,,low.02281,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03992143,2281
His eyes were harsh and biting.,low,0.7926829268292683,torontofantasy.6.221613,low.02282,torontofantasy.2974194,2282
And you'd be correct every time.,low,0.8412698412698413,cocaspok1994.6.000833,low.02283,cocaspok1994.0011324,2283
Every piece of them has power.,low,0.7540983606557377,torontofantasy.6.111599,low.02284,torontofantasy.1603313,2284
The damage might already be done.,low,0.72,,low.02285,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01306639,2285
You still have time to plan.,low,0.65625,,low.02286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03651708,2286
The problem must be faced squarely.,low,0.7142857142857143,brown.6.001147,low.02287,brown.022504,2287
Another manner is to time entries.,low,0.576271186440678,,low.02288,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00430395,2288
The last reported wind was calm.,low,0.7,cocaspok2011.6.004318,low.02289,cocaspok2011.0055041,2289
It must be great being you.,low,0.8571428571428571,cornellmov.6.030832,low.02290,cornellmov.0186949,2290
"Every word still clear, still sure.",low,0.6447368421052632,torontofantasy.6.186732,low.02291,torontofantasy.2534965,2291
We are full of literary people.,low,0.7236842105263158,wsj.6.002551,low.02292,wsj.464077,2292
Possibly the last of his kind.,low,0.68,torontofantasy.6.020194,low.02293,torontofantasy.293030,2293
You have to make it last.,low,0.7321428571428571,torontofantasy.6.126495,low.02294,torontofantasy.1742274,2294
Perhaps something he was searching for.,low,0.6190476190476191,torontofantasy.6.152230,low.02295,torontofantasy.2072037,2295
Economic issues must also be resolved.,low,0.7887323943661971,cocaspok2003.6.003284,low.02296,cocaspok2003.0056281,2296
Many of them have been flawless.,low,0.7377049180327869,cocaspok1992.6.003354,low.02297,cocaspok1992.0043364,2297
Aren't we full of ourselves today?,low,0.8311688311688312,cornellmov.6.018697,low.02298,cornellmov.0108882,2298
I will be worried about them.,low,0.6349206349206349,cocaspok2003.6.000879,low.02299,cocaspok2003.0017228,2299
Don't be afraid to be lazy.,low,0.9322033898305084,,low.02300,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02438405,2300
I feel very dependent on them.,low,0.76,cocaspok2001.6.005788,low.02301,cocaspok2001.0089720,2301
Now be careful with that bag.,low,0.7037037037037037,cornellmov.6.020406,low.02302,cornellmov.0119558,2302
It is not a serious proposal.,low,0.7049180327868853,cocaspok2011.6.010396,low.02303,cocaspok2011.0132520,2303
Is such that I was stunned.,low,0.6049382716049383,,low.02304,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01467931,2304
We better get you cleaned up.,low,0.796875,cornellmov.6.023451,low.02305,cornellmov.0139624,2305
Perhaps that was what he felt.,low,0.676923076923077,torontoadv.6.004042,low.02306,torontoadv.73905,2306
A festive reception concluded the afternoon.,low,0.7142857142857143,,low.02307,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04003834,2307
You must stand up to him.,low,0.7435897435897436,torontofantasy.6.041679,low.02308,torontofantasy.602978,2308
Have your job duties expanded substantially?,low,0.7432432432432432,,low.02309,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03043174,2309
Shouldn't we take every possible precaution?,low,0.7058823529411765,cornellmov.6.037836,low.02310,cornellmov.0231953,2310
Cost effective plans for every business.,low,0.6428571428571429,,low.02311,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03372128,2311
"Well, then, it must be fought.",low,0.6923076923076923,cornellmov.6.031390,low.02312,cornellmov.0190525,2312
I enjoyed every minute of it.,low,0.6507936507936508,cornellmov.6.005639,low.02313,cornellmov.0032150,2313
Sam's knees threatened to give out.,low,0.8955223880597015,torontofantasy.6.420727,low.02314,torontofantasy.5548548,2314
He was very kind and strong.,low,0.7469879518072289,cornellmov.6.016826,low.02315,cornellmov.0096918,2315
You still have to be involved.,low,0.6233766233766234,cocaspok1997.6.004193,low.02316,cocaspok1997.0049014,2316
That phrase denied is so powerful.,low,0.7027027027027027,cocaspok2009.6.006580,low.02317,cocaspok2009.0083927,2317
Everyone was so impressed by it.,low,0.6333333333333333,,low.02318,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03323174,2318
And you have excellent survival skills.,low,0.7397260273972602,torontomyst.6.152083,low.02319,torontomyst.1954764,2319
Meaning that you are not certain...?,low,0.7088607594936709,torontofantasy.6.465933,low.02320,torontofantasy.6056568,2320
"A small, dimly glowing ball appeared.",low,0.828125,torontofantasy.6.058661,low.02321,torontofantasy.851133,2321
The suspects might be there already.,low,0.6790123456790124,cornellmov.6.015567,low.02322,cornellmov.0088822,2322
And Gerry was definitely physically strong.,low,0.7857142857142857,torontomyst.6.174075,low.02323,torontomyst.2212696,2323
"But still, you can't be sure.",low,0.7435897435897436,cornellmov.6.013729,low.02324,cornellmov.0077970,2324
"When fully prepared, confidence comes easy.",low,0.7818181818181819,,low.02325,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01437911,2325
Especially coated to ensure long life.,low,0.8148148148148148,,low.02326,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03489903,2326
"It just makes me weary, somehow.",low,0.7288135593220338,torontofantasy.6.364973,low.02327,torontofantasy.4768863,2327
Only managed to hurt her more.,low,0.75,torontofantasy.6.261741,low.02328,torontofantasy.3464485,2328
"For example, just a quick statistic.",low,0.7966101694915254,cocaspok2005.6.003230,low.02329,cocaspok2005.0053700,2329
We are afraid to touch him!,low,0.7543859649122807,torontomyst.6.066333,low.02330,torontomyst.919290,2330
Don't give me any of that.,low,0.7910447761194029,cornellmov.6.037343,low.02331,cornellmov.0228726,2331
"Besides, he had to get away.",low,0.7066666666666667,torontoadv.6.005839,low.02332,torontoadv.100239,2332
Prefer not to break it up.,low,0.7058823529411765,,low.02333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02270159,2333
He'd already tried to crawl once.,low,0.8717948717948718,torontofantasy.6.445522,low.02334,torontofantasy.5813353,2334
"So, stay strong for each other!",low,0.704225352112676,,low.02335,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03196123,2335
Changing the constitution is not easy.,low,0.8481012658227848,cocaspok2006.6.006879,low.02336,cocaspok2006.0108241,2336
It was so peaceful for dining.,low,0.810126582278481,,low.02337,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00580774,2337
But you see a continuing problem.,low,0.6716417910447762,cocaspok2010.6.012541,low.02338,cocaspok2010.0162204,2338
It was a somewhat startling feeling.,low,0.65,torontofantasy.6.097353,low.02339,torontofantasy.1419950,2339
The excitement was almost too much.,low,0.7794117647058824,torontofantasy.6.138648,low.02340,torontofantasy.1893927,2340
Easy on hand and good distance.,low,0.6458333333333334,,low.02341,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02250031,2341
He was the one who spoke.,low,0.7,torontomyst.6.146929,low.02342,torontomyst.1896212,2342
He was pretty easy to notice.,low,0.6507936507936508,cocaspok2007.6.000422,low.02343,cocaspok2007.0004546,2343
Thoughts of a family soon followed.,low,0.6923076923076923,cocaspok2007.6.006522,low.02344,cocaspok2007.0086259,2344
Sprint would give that to them.,low,0.8727272727272727,cocaspok2004.6.008413,low.02345,cocaspok2004.0126125,2345
They won't treat you any better.,low,0.78125,cocaspok1992.6.003847,low.02346,cocaspok1992.0049357,2346
Maybe you'll be entertaining guests soon.,low,0.76,,low.02347,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01515699,2347
You have every right to be.,low,0.711864406779661,cornellmov.6.021879,low.02348,cornellmov.0128907,2348
I would give them to her.,low,0.6507936507936508,cocaspok2002.6.000024,low.02349,cocaspok2002.0000424,2349
I want you to throw up.,low,0.8421052631578947,cocaspok2007.6.007417,low.02350,cocaspok2007.0095445,2350
That is another very good additional.,low,0.7358490566037735,,low.02351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03244071,2351
"And still it came, pushing forward.",low,0.7205882352941176,torontomyst.6.134997,low.02352,torontomyst.1748416,2352
A couple of really quick questions.,low,0.7647058823529411,cocaspok2004.6.006102,low.02353,cocaspok2004.0094119,2353
It was a pretty weak throw.,low,0.7625,cocaspok2009.6.006505,low.02354,cocaspok2009.0082949,2354
I have all of those already!!!,low,0.7692307692307693,,low.02355,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00754425,2355
And I got a clean record.,low,0.7974683544303798,torontomyst.6.051965,low.02356,torontomyst.727113,2356
"Development of quick, responsive, optimised sites.",low,0.7540983606557377,,low.02357,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04618051,2357
The clouds forming overhead worried him.,low,0.8260869565217391,torontofantasy.6.429713,low.02358,torontofantasy.5667860,2358
I've been feeling low for weeks.,low,0.782051282051282,cornellmov.6.021919,low.02359,cornellmov.0129182,2359
It's time to change it somewhat.,low,0.703125,,low.02360,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03759333,2360
And the clothing is somewhat interesting.,low,0.7714285714285715,cocaspok1993.6.001962,low.02361,cocaspok1993.0027171,2361
So its phone number displays unknown.,low,0.7538461538461538,,low.02362,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00538930,2362
I spoke with him three times.,low,0.7017543859649122,cocaspok2009.6.000437,low.02363,cocaspok2009.0004486,2363
"It would be less civilized, certainly.",low,0.7283950617283951,wsj.6.001790,low.02364,wsj.322895,2364
He forced himself to be deliberate.,low,0.7407407407407407,brown.6.001410,low.02365,brown.026877,2365
Very quick with communication and responses.,low,0.7142857142857143,,low.02366,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04864568,2366
"Along with that, life isn't fair.",low,0.7115384615384616,torontofantasy.6.014686,low.02367,torontofantasy.216586,2367
"Well, one is I'm better prepared.",low,0.6842105263157895,cocaspok1999.6.006805,low.02368,cocaspok1999.0091213,2368
Give them the time they need.,low,0.6981132075471698,,low.02369,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00792938,2369
His serious expression changed to dread.,low,0.8059701492537313,torontofantasy.6.282327,low.02370,torontofantasy.3678665,2370
"Bright, bold, textured and extremely innovative.",low,0.7704918032786885,,low.02371,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04555717,2371
It was a great media event.,low,0.7272727272727273,cocaspok1990.6.001430,low.02372,cocaspok1990.0024127,2372
Better than knowing individuals any day.,low,0.6951219512195121,torontofantasy.6.298577,low.02373,torontofantasy.3910835,2373
"Still, the Resistance has its ways.",low,0.8059701492537313,torontofantasy.6.003160,low.02374,torontofantasy.42791,2374
What are you afraid will happen?,low,0.7368421052631579,cornellmov.6.006194,low.02375,cornellmov.0035231,2375
Liquor Stores can be extremely profitable.,low,0.8787878787878788,,low.02376,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03004041,2376
"Regardless, the viewing was a comfort.",low,0.6891891891891891,torontofantasy.6.202220,low.02377,torontofantasy.2742965,2377
And you will give me occasion.,low,0.6909090909090909,cornellmov.6.036198,low.02378,cornellmov.0221353,2378
"Well, I'm trying to educate him!",low,0.8333333333333334,cornellmov.6.017019,low.02379,cornellmov.0098065,2379
Something had a hold on her.,low,0.7792207792207793,torontofantasy.6.184063,low.02380,torontofantasy.2498619,2380
Will you give her a message?,low,0.7384615384615385,cornellmov.6.037466,low.02381,cornellmov.0229604,2381
You have a problem with it.,low,0.625,cocaspok1996.6.002906,low.02382,cocaspok1996.0036885,2382
That might be a good sign.,low,0.6578947368421053,torontomyst.6.136111,low.02383,torontomyst.1763994,2383
"""We were extremely worried,"" Tovan responded.",low,0.8028169014084507,torontofantasy.6.033611,low.02384,torontofantasy.487179,2384
His strength was draining too quickly.,low,0.7901234567901234,torontofantasy.6.388197,low.02385,torontofantasy.5087558,2385
It must be another business establishment.,low,0.68,torontofantasy.6.080349,low.02386,torontofantasy.1186144,2386
You make that sound so easy.,low,0.6981132075471698,torontofantasy.6.226668,low.02387,torontofantasy.3030180,2387
He must be good for something.,low,0.7974683544303798,,low.02388,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01672391,2388
Things to come to terms with.,low,0.6455696202531646,cornellmov.6.039110,low.02389,cornellmov.0240388,2389
You better get used to it.,low,0.7466666666666667,cornellmov.6.030812,low.02390,cornellmov.0186789,2390
I'll give you your heart's desire.,low,0.7682926829268293,cornellmov.6.020981,low.02391,cornellmov.0123377,2391
Four affirmations are better than none.,low,0.8679245283018868,,low.02392,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01756438,2392
A heavy and generously proportioned object.,low,0.7083333333333334,,low.02393,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04287436,2393
I tend to avoid such situations.,low,0.7088607594936709,torontomyst.6.005456,low.02394,torontomyst.76844,2394
I was already prepared for that.,low,0.6707317073170732,cocaspok1995.6.002909,low.02395,cocaspok1995.038442,2395
They were almost to the woods.,low,0.7564102564102564,torontofantasy.6.368350,low.02396,torontofantasy.4817642,2396
Better having two choices than one.,low,0.7866666666666666,,low.02397,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03109702,2397
Most markets are still relatively healthy.,low,0.8181818181818182,cocaspok2005.6.004469,low.02398,cocaspok2005.0070938,2398
Ostedes was more powerful than ever.,low,0.8524590163934426,torontofantasy.6.042236,low.02399,torontofantasy.618411,2399
I won't let them hurt you.,low,0.7659574468085106,torontofantasy.6.019201,low.02400,torontofantasy.280372,2400
They've suspended him for two days.,low,0.7435897435897436,cornellmov.6.017721,low.02401,cornellmov.0102529,2401
You have to give me something.,low,0.6666666666666666,torontofantasy.6.137288,low.02402,torontofantasy.1879753,2402
It was definitely a valuable experience.,low,0.74,,low.02403,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02556044,2403
Give your content order and purpose.,low,0.6779661016949152,,low.02404,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03227237,2404
His face devoid of all expression.,low,0.6911764705882353,torontofantasy.6.443350,low.02405,torontofantasy.5796459,2405
Experts offer all kinds of advice.,low,0.7692307692307693,cocaspok1991.6.000310,low.02406,cocaspok1991.0005149,2406
Reliable edge hold on firmer snow.,low,0.6349206349206349,,low.02407,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03156191,2407
It is kind of getting tight.,low,0.7735849056603774,cocaspok2009.6.011448,low.02408,cocaspok2009.0148845,2408
Practically everyone in Debrett's has one.,low,0.6923076923076923,,low.02409,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02843641,2409
Easy to fill and very durable!,low,0.8703703703703703,,low.02410,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01498543,2410
"If you're ever afraid, call me.",low,0.8653846153846154,torontomyst.6.121645,low.02411,torontomyst.1602249,2411
Create a great life for yourself.,low,0.7692307692307693,,low.02412,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03414440,2412
Everyone must make their own choices.,low,0.7692307692307693,torontofantasy.6.059676,low.02413,torontofantasy.871268,2413
I desire credit life insurance only.,low,0.8636363636363636,,low.02414,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01995963,2414
So three triggers must be implemented.,low,0.75,,low.02415,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03417330,2415
They both walked out towards reception.,low,0.7058823529411765,torontofantasy.6.013678,low.02416,torontofantasy.199595,2416
One can't help but be concerned.,low,0.6329113924050633,cocaspok1996.6.000363,low.02417,cocaspok1996.0005409,2417
They're afraid they might get lost.,low,0.7307692307692307,cocaspok2001.6.000693,low.02418,cocaspok2001.0013589,2418
Storearmy Dashboard is the powerful tool.,low,0.7611940298507462,,low.02419,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01170520,2419
Can you hear me better now?,low,0.7439024390243902,cornellmov.6.015712,low.02420,cornellmov.0089654,2420
We're finding strength to come forward.,low,0.6612903225806451,cocaspok1994.6.004692,low.02421,cocaspok1994.0058736,2421
Thanks everyone for making these possible!!,low,0.74,,low.02422,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02440337,2422
Virtually every retailer will carry them.,low,0.7619047619047619,wsj.6.001541,low.02423,wsj.280642,2423
Might be he'll need it soon.,low,0.6333333333333333,torontofantasy.6.467015,low.02424,torontofantasy.6069694,2424
Just wanted to offer some feedback.,low,0.68,,low.02425,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00996564,2425
Because there were four separate items.,low,0.6493506493506493,cocaspok1998.6.006631,low.02426,cocaspok1998.0089976,2426
It simply doesn't get any better!!,low,0.7540983606557377,,low.02427,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00464343,2427
Valuable for all levels of management.,low,0.7213114754098361,,low.02428,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02897463,2428
Powerful machine with variable speed control.,low,0.8405797101449275,,low.02429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00117866,2429
Identify the problem to be addressed.,low,0.71875,,low.02430,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02196710,2430
There must be a peace process.,low,0.8103448275862069,cocaspok1997.6.009675,low.02431,cocaspok1997.0118515,2431
Cabins were very clean and comfortable.,low,0.84,,low.02432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01044447,2432
I was frightened to begin with.,low,0.6984126984126984,cocaspok2008.6.004160,low.02433,cocaspok2008.0051999,2433
Anyone tried to implement such features?,low,0.7272727272727273,,low.02434,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01158589,2434
Others can be harsh and unforgiving.,low,0.7878787878787878,,low.02435,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02117895,2435
Then remembered he wouldn't get hurt.,low,0.6481481481481481,torontofantasy.6.407633,low.02436,torontofantasy.5335173,2436
Employers offer different types of benefits.,low,0.7678571428571429,,low.02437,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01554849,2437
"Two hours, perhaps three, had passed.",low,0.7971014492753623,torontoadv.6.033633,low.02438,torontoadv.576097,2438
Smooth sailing was already paying off.,low,0.7948717948717948,torontofantasy.6.274092,low.02439,torontofantasy.3591948,2439
Convincing the public hasn't proven easy.,low,0.7368421052631579,cocaspok2007.6.006297,low.02440,cocaspok2007.0083736,2440
Both sides are reporting heavy losses.,low,0.803030303030303,cocaspok2000.6.003161,low.02441,cocaspok2000.0055699,2441
So I stopped caring and relaxed.,low,0.8125,cocaspok1996.6.003932,low.02442,cocaspok1996.0048114,2442
You're still always second guessing yourself.,low,0.7580645161290323,cocaspok1992.6.007624,low.02443,cocaspok1992.0104839,2443
His sign will be his power.,low,0.765625,torontofantasy.6.084209,low.02444,torontofantasy.1245276,2444
Perhaps you are tweeting too frequently.,low,0.8947368421052632,,low.02445,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01632784,2445
Her lack of a social life.,low,0.8918918918918919,torontomyst.6.087889,low.02446,torontomyst.1181832,2446
Are you afraid to be happy?,low,0.8354430379746836,torontofantasy.6.134040,low.02447,torontofantasy.1835809,2447
"Actually, I already work for you.",low,0.9215686274509803,cornellmov.6.027082,low.02448,cornellmov.0163263,2448
We'd be set up for life!,low,0.7903225806451613,cornellmov.6.016046,low.02449,cornellmov.0091867,2449
Only serious managers need to apply.,low,0.9,,low.02450,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01904860,2450
Really kind of a wasted life.,low,0.7619047619047619,cocaspok1999.6.002034,low.02451,cocaspok1999.0027783,2451
"I mean, give me a break.",low,0.7875,cocaspok1992.6.003795,low.02452,cocaspok1992.0048725,2452
Life was not easy for me.,low,0.7169811320754716,cocaspok2007.6.000004,low.02453,cocaspok2007.0000089,2453
Of course time is a problem.,low,0.6705882352941176,,low.02454,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00009630,2454
"And every cat's watching, ain't they?",low,0.7169811320754716,cornellmov.6.021473,low.02455,cornellmov.0126408,2455
"So, it was a good outcome?",low,0.7567567567567568,cocaspok2011.6.004070,low.02456,cocaspok2011.0051928,2456
How cheerful and comforting it looked.,low,0.6451612903225806,torontofantasy.6.246684,low.02457,torontofantasy.3271974,2457
"The machine, however, was always guarded.",low,0.8421052631578947,torontofantasy.6.176645,low.02458,torontofantasy.2395250,2458
It should be a clean sport.,low,0.7638888888888888,,low.02459,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02048790,2459
And I must stay with him.,low,0.625,torontofantasy.6.384034,low.02460,torontofantasy.5026504,2460
"The plan is brief, yet comprehensive.",low,0.7647058823529411,,low.02461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04723529,2461
I suggest to reconsider my offer.,low,0.7586206896551724,cornellmov.6.034767,low.02462,cornellmov.0212165,2462
"The resistance was determined, but ineffective.",low,0.8484848484848485,torontoadv.6.012279,low.02463,torontoadv.209751,2463
Letting go of a certain outcome.,low,0.64,,low.02464,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01799308,2464
This will become very relevant soon.,low,0.6949152542372882,,low.02465,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00400510,2465
"I keep telling him, it's done.",low,0.7164179104477612,torontofantasy.6.293987,low.02466,torontofantasy.3841866,2466
But strict harmonious symmetry of parts.,low,0.6363636363636364,,low.02467,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02983176,2467
Easy to utilize and cost efficient.,low,0.7058823529411765,,low.02468,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00230913,2468
"However, they prefer they remain confidential.",low,0.7258064516129032,,low.02469,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04141313,2469
Details of Taliesin's life are sparse.,low,0.7666666666666667,,low.02470,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00902953,2470
He must not keep him waiting.,low,0.7241379310344828,torontofantasy.6.085469,low.02471,torontofantasy.1266336,2471
It wasn't that he was afraid.,low,0.6923076923076923,torontofantasy.6.307329,low.02472,torontofantasy.4030297,2472
Still very vulnerable to percussion weapons.,low,0.8253968253968254,,low.02473,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04886945,2473
We have a strong innovation pipeline.,low,0.810126582278481,,low.02474,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03239524,2474
Not everyone was against the creatures.,low,0.8,torontofantasy.6.034017,low.02475,torontofantasy.495173,2475
Better than I'd ever felt before.,low,0.7183098591549296,torontofantasy.6.457982,low.02476,torontofantasy.5950568,2476
So give them a heads up.,low,0.7631578947368421,cocaspok2006.6.001088,low.02477,cocaspok2006.0018161,2477
Mountains remind me of unhappy times.,low,0.8095238095238095,torontofantasy.6.006032,low.02478,torontofantasy.84061,2478
They usually have a strong accent.,low,0.7543859649122807,,low.02479,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01843639,2479
But he was still shaking slightly.,low,0.7049180327868853,torontomyst.6.108101,low.02480,torontomyst.1425220,2480
Plan every stop along the way.,low,0.6746987951807228,cornellmov.6.020848,low.02481,cornellmov.0122475,2481
Perhaps it had been too mean.,low,0.7288135593220338,torontomyst.6.080021,low.02482,torontomyst.1087360,2482
We think that it was intentional.,low,0.6911764705882353,cocaspok2010.6.011031,low.02483,cocaspok2010.0142867,2483
"Sure, hard to argue with that.",low,0.7166666666666667,,low.02484,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03257126,2484
"Citizens' sons, almost all of them.",low,0.8271604938271605,torontofantasy.6.148116,low.02485,torontofantasy.2013953,2485
Power wasn't easy to give up.,low,0.7567567567567568,torontofantasy.6.271689,low.02486,torontofantasy.3567229,2486
Drawing is extremely easy and fun!,low,0.7654320987654321,,low.02487,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04697138,2487
Perhaps I should return to them.,low,0.6455696202531646,torontofantasy.6.180953,low.02488,torontofantasy.2460253,2488
But it made me feel better.,low,0.5679012345679012,torontofantasy.6.037718,low.02489,torontofantasy.560561,2489
Will Stable Court become a reality?,low,0.717948717948718,,low.02490,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02454301,2490
Must one always be after something?,low,0.64,cornellmov.6.004076,low.02491,cornellmov.0022873,2491
"The far more convenient, the better.",low,0.6779661016949152,,low.02492,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02092856,2492
