reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,There's a first time for everything.,There's a first time for everything.,0.758731595,,,,torontofantasy.6.207354,torontofantasy.2804219,False
,The hospital was in complete anarchy.,The hospital was in complete anarchy.,0.7643445719,,,,torontofantasy.6.312300,torontofantasy.4099351,False
,He was interested in Italo Svevo.,He was interested in Italo Svevo.,0.7824031159,,,,brown.6.000322,brown.005677,False
,Someone else can take your confession.,Someone else c'n take your confession.,0.7479075282,,,,cornellmov.6.011983,cornellmov.0068128,True
,I'm hearing a kind of music.,I'm hearing a kind of music.,0.7493999439,,,,torontofantasy.6.406092,torontofantasy.5315527,False
,I'm sorry you're feeling this way.,I'm sorry you're feeling this way.,0.7623143575,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00666765,False
,I do have some nice memories.,I do have some nice memories.,0.7602797369,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01991846,False
,Traditional law is based in geography.,Traditional law is based in geography.,0.7799334118,,,,wsj.6.000753,wsj.137506,False
,I wanted to pounce on her.,I wanted to pounce on her.,0.7482114722,,,,torontofantasy.6.242374,torontofantasy.3217458,False
,I also believe in the system.,I also believe in the system.,0.7638679342,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04549318,False
,But he tolerated sorcerers well enough.,But he tolerated sorcerers well enough.,0.7572654275,,,,torontofantasy.6.129550,torontofantasy.1777249,False
,These lender ratios are flexible guidelines.,These lender ratios are flexible guidelines.,0.7438412524,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03796480,False
,The negative ads -- think of it.,The negative ads -- think of it.,0.7540394247,,,,cocaspok1994.6.002207,cocaspok1994.0030868,False
,You're talking about the young people.,You're talking about the young people.,0.7652376326,,,,cocaspok1999.6.002760,cocaspok1999.0038853,False
,Sackler's overboiled script and stilted dialogue.,Sackler's overboiled script and stilted dialogue.,0.755053804,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00792385,False
,Holiday bumped Kylie with her shoulder.,Holiday bumped Kylie with her shoulder.,0.7720494615,,,,torontofantasy.6.391384,torontofantasy.5124259,False
,He seems truly devastated about Austel.,He seems truly devastated about Austel.,0.7563701485,,,,torontofantasy.6.132248,torontofantasy.1808770,False
,How can you find a muse?,How can you find a muse?,0.757764444,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01712041,False
,"No appointment, but got served quickly.","No appointment, but got served quickly.",0.7517348949,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04507752,False
,What makes the Penthouse experience special?,What makes the Penthouse experience special?,0.77368974,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01498668,False
,It dug deep into his skin.,It dug deep into his skin.,0.7639759547,,,,torontofantasy.6.208213,torontofantasy.2815597,False
,More lightning strobe lit the room.,More lightning strobe lit the room.,0.7534650587,,,,torontofantasy.6.314478,torontofantasy.4125801,False
,"Yes, the portable copy is include.","Yes, the portable copy is include.",0.7657284109,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04765109,False
,And rolls through any standard doorway.,And rolls through any standard doorway.,0.7620871067,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03488692,False
,"Come on, you can tell me.","Come on, you can tell me.",0.7439032095,,,,cornellmov.6.035752,cornellmov.0218107,False
,It hadn't started out that way.,It hadn't started out that way.,0.7495615429,,,,brown.6.000047,brown.000466,False
,BCLs are so hit or miss.,BCLs are so hit or miss.,0.7700831426,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00904617,False
,Toliver cares about SUSD and Stockton.,Toliver cares about SUSD and Stockton.,0.7864603953,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01785746,False
,"As a consequence, he did neither.","As a consequence, he did neither.",0.7513433188,,,,brown.6.000291,brown.004859,False
,"Black and curly, like a doll.","Black and curly, like a doll.",0.8070963243,,,,cornellmov.6.024682,cornellmov.0147619,False
,Stop working on slow machines now!,Stop working on slow machines now!,0.7511245655,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01401159,False
,Beauty spa deals in Vancouver BC.,Beauty spa deals in vancouver bc.,0.8073042139,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02447609,True
,The rings fell off the box.,The rings fell off the box.,0.7752841313,,,,torontomyst.6.021747,torontomyst.299619,False
,"Boy, I live in the dark.","Boy, I live in the dark.",0.7841590866,,,,cornellmov.6.040010,cornellmov.0246416,False
,I found it in the crankcase.,I found it in the crankcase.,0.7582579745,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00063643,False
,You don't know anybody's coming from.,You don't know anybody's coming from.,0.7783324914,,,,cocaspok2006.6.001802,cocaspok2006.0031279,False
,We'll get into Jack's dressing room.,We'll get into Jack's dressing room.,0.7635515436,,,,cocaspok2000.6.007192,cocaspok2000.0114467,False
,That was a few weeks ago.,That was a few weeks ago.,0.7424589956,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02406919,False
,They will make you look good.,They will make you look good.,0.7387325115,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04052155,False
,Picture yourself three months from now.,Picture yourself three months from now.,0.7688992256,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00393327,False
,I would like to walk today.,I would like to walk today.,0.7618037998,,,,cornellmov.6.007134,cornellmov.0040857,False
,"Well, do we have a clip?","Well, do we have a clip?",0.7628027807,,,,cocaspok1995.6.004089,cocaspok1995.048414,False
,The bus was burned outside Anniston.,The bus was burned outside Anniston.,0.7808565317,,,,brown.6.001114,brown.021962,False
,"Make it fun, witty, and interesting.","Make it fun, witty, and interesting.",0.750274726,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03676914,False
,I thought he was a boy.,I thought he was a boy.,0.7575645228,,,,cornellmov.6.029229,cornellmov.0176920,False
,No answer came over the headset.,No answer came over the headset.,0.7655032418,,,,torontofantasy.6.372163,torontofantasy.4869891,False
,Thanks to all for continued prayers!,Thanks to all for continued prayers!,0.7429555751,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02288287,False
,So that's where the name originated.,So that's where the name originated.,0.7802084834,,,,cocaspok2000.6.001829,cocaspok2000.0033019,False
,Why take our PHP skill tests?,Why take our PHP skill tests?,0.7625626819,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00083340,False
,This is healthy for the market.,This is healthy for the market.,0.7582406319,,,,wsj.6.002431,wsj.441175,False
,"Oh, the record company sent these...","Oh, the record company sent these...",0.7624619267,,,,cornellmov.6.011010,cornellmov.0062369,False
,Here is how this might look.,Here is how this might look.,0.7615647709,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04859950,False
,We are good for the environment.,We are good for the environment.,0.7394013366,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04006506,False
,Some will go around a corner.,Some will go around a corner.,0.759932556,,,,brown.6.000583,brown.009941,False
,And they are not land acquisitions.,And they are not land acquisitions.,0.7514937073,,,,torontofantasy.6.081098,torontofantasy.1200240,False
,I get barred lower doses completely.,I get barred lower doses completely.,0.7418726932,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03308809,False
,"So that's so symbolic, you know?","So that's so symbolic, you know?",0.7546672922,,,,cocaspok2010.6.010327,cocaspok2010.0134038,False
,"A light med, to be honest.","A light med, to be honest.",0.7402786198,,,,torontomyst.6.034566,torontomyst.489996,False
,He sat back in his seat.,He sat back in his seat.,0.7834085691,,,,torontomyst.6.002879,torontomyst.41147,False
,There are always many teaching opportunities.,There are always many teaching opportunities.,0.7317247575,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00968129,False
,Just forget the thing is on.,Just forget the thing is on.,0.7480270138,,,,cornellmov.6.024467,cornellmov.0146185,False
,It seemed to make him happy.,It seemed to make him happy.,0.7292302028,,,,torontofantasy.6.184564,torontofantasy.2504701,False
,Property Specialists Warwick - loved the sprints!!!,Property Specialists Warwick - LOVED THE SPRINTS!!!,0.7705368297,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04136495,True
,The companies wouldn't confirm those details.,The companies wouldn't confirm those details.,0.7258487221,,,,wsj.6.002393,wsj.434844,False
,Fox stations in four major markets.,Fox stations in four major markets.,0.7638319462,,,,wsj.6.001374,wsj.250694,False
,"So yes, we are considering alternatives.","So yes, we are considering alternatives.",0.7506417067,,,,cocaspok2009.6.007111,cocaspok2009.0090380,False
,"Look at these numbers, favorable, unfavorable.","Look at these numbers, favorable, unfavorable.",0.7408067937,,,,cocaspok2008.6.007005,cocaspok2008.0087274,False
,"George, I've been putting things together.","George, I've been putting things together.",0.7525520207,,,,cornellmov.6.021284,cornellmov.0125178,False
,"Now, you did best actor, Clarence.","Now, you did best actor, Clarence.",0.7878542708,,,,cocaspok1998.6.010303,cocaspok1998.0139233,False
,That in itself is another issue.,That in itself is another issue.,0.7560422739,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00485489,False
,"You had a dream, that's all.","You had a dream, that's all.",0.7534398034,,,,cornellmov.6.037016,cornellmov.0226650,False
,I finished my SSC from Govt.,I finished my SSC from Govt.,0.7836012237,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04544404,False
,Does this ban even make sense?,Does this ban even make sense?,0.7648986884,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00230225,False
,Anyone else involved at Banister's level?,Anyone else involved at Banister's level?,0.7430232649,,,,cornellmov.6.002749,cornellmov.0015592,False
,The ID said it was Julian.,The ID said it was Julian.,0.7700397345,,,,torontofantasy.6.129075,torontofantasy.1771506,False
,"Yeah, he's got his head up.","Yeah, he's got his head up.",0.7864897928,,,,cocaspok2009.6.003795,cocaspok2009.0046285,False
,Would you like to come along?,Would you like to come along?,0.7526294095,,,,cornellmov.6.012191,cornellmov.0069277,False
,What a silly sight to see!,What a silly sight to see!,0.7557820839,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01566793,False
,"No contracts, you can terminate anytime.","NO CONTRACTS, you can terminate anytime.",0.7501962183,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01282910,True
,They dumped her in the river.,They dumped her in the river.,0.7759347387,,,,torontofantasy.6.441128,torontofantasy.5780826,False
,Why is this good for participation?,Why is this good for participation?,0.7625895464,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02459747,False
,Who's ever going to want me?,Who's ever going to want me?,0.7372539469,,,,cornellmov.6.031961,cornellmov.0194268,False
,"Impleo: to fill up, content, satisfy.","Impleo: to fill up, content, satisfy.",0.7358685225,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02395725,False
,We are your intimate party specialist.,We are your intimate party specialist.,0.7499817528,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03638438,False
,And that's a lot of people.,And that's a lot of people.,0.7415658488,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02907122,False
,Will you have dinner with me?,Will you have dinner with me?,0.7440015034,,,,cornellmov.6.015038,cornellmov.0085661,False
,These look so pretty and delicious.,These look so pretty and delicious.,0.7494385418,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00693641,False
,"Yep definitely very nice pics, Bebe.",Yep definatally very nice pics Bebe.,0.8122310355,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02133504,True
,He returns to the card game.,He returns to the card game.,0.7521521655,,,,cornellmov.6.029546,cornellmov.0178852,False
,The alleged rapist is awaiting trial.,The alleged rapist is awaiting trial.,0.7612006345,,,,wsj.6.000928,wsj.170408,False
,Some is a quickly passing disappointment.,Some is a quickly passing disappointment.,0.7179315172,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03296297,False
,It was hard on the family.,It was hard on the family.,0.7487031442,,,,wsj.6.002036,wsj.368364,False
,"Now you will tell me, okay?","Now you will tell me, okay?",0.7542888481,,,,cornellmov.6.027666,cornellmov.0166754,False
,My world was crashing around me.,My world was crashing around me.,0.7554462158,,,,torontomyst.6.004572,torontomyst.67423,False
,We're headed towards that water tower.,We're headed towards that water tower.,0.7585286127,,,,torontofantasy.6.014598,torontofantasy.214368,False
,"Our patience, loyalty, and connections grow.","Our patience, loyalty, and connections grow.",0.7563141378,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01311106,False
,I didn't think he was joking.,I didn't think he was joking.,0.774267791,,,,torontofantasy.6.397813,torontofantasy.5206556,False
,You don't need me correcting that.,You don't need me correcting that.,0.7444011997,,,,cocaspok1996.6.004758,cocaspok1996.0059611,False
,"They have little ""esprit de corps"".","They have little"" esprit de corps"".",0.8048401013,,,,brown.6.000862,brown.017422,True
,The other was a wardrobe cabinet.,The other was a wardrobe cabinet.,0.7589414076,,,,torontomyst.6.039796,torontomyst.568873,False
,"He turned slowly, his gaze lowered.","He turned slowly, his gaze lowered.",0.7430222944,,,,torontofantasy.6.109831,torontofantasy.1583544,False
,General products category list with price.,General products category list with price.,0.7739956755,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03439920,False
,Propagate by division in early spring.,Propagate by division in early spring.,0.7730467839,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04472407,False
,I should have found another way.,I should have found another way.,0.753986748,,,,torontofantasy.6.284970,torontofantasy.3707994,False
,The statistics indicate a downward trend.,The statistics indicate a downward trend.,0.7496677655,,,,cocaspok1999.6.004653,cocaspok1999.0062823,False
,"Please bring boards, sets, and clocks.","Please bring boards, sets, and clocks.",0.7579733108,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00290478,False
,It's Tom Bodett is right here.,It's Tom Bodett is right here.,0.7856670578,,,,cocaspok2012.6.007134,cocaspok2012.090523,False
,"Look, I know this chick Niki.","Look, I know this chick Niki.",0.7967776709,,,,cornellmov.6.019214,cornellmov.0112264,False
,I'm a friend of Master George.,I'm a friend of Master George.,0.7683216679,,,,torontofantasy.6.000339,torontofantasy.05113,False
,Mr. Kearney swears it won't work.,Mr. Kearney swears it won't work.,0.792096319,,,,wsj.6.001513,wsj.276234,False
,Dad was out of the question.,Dad was out of the question.,0.7564428507,,,,torontomyst.6.171587,torontomyst.2182599,False
,They are very soft and stretchy.,They are very soft and stretchy.,0.7594644079,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01122088,False
,"The property is offered at $1,895,000.","The property is offered at $1,895,000.",0.7566974329,,,,wsj.6.002097,wsj.379870,False
,Unexpected tears sprang to her eyes.,Unexpected tears sprang to her eyes.,0.7389186108,,,,torontomyst.6.079809,torontomyst.1084993,False
,"Not a bad night, my friend.","Not a bad night, my friend.",0.7619325426,,,,torontoadv.6.007042,torontoadv.120315,False
,Mr. Caldera has since recovered two.,Mr. Caldera has since recovered two.,0.7743052393,,,,wsj.6.002672,wsj.485843,False
,Points are also available for Innovation.,Points are also available for Innovation.,0.7457328001,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00154078,False
,It's just -- it's on automatic pilot.,It's just -- it's on automatic pilot.,0.7668496201,,,,cocaspok2008.6.004324,cocaspok2008.0053680,False
,He stared stonily at the floor.,He stared stonily at the floor.,0.767938524,,,,brown.6.000151,brown.001917,False
,So uncertainty is going to reign.,So uncertainty is going to reign.,0.7455381853,,,,cocaspok1991.6.000324,cocaspok1991.0005338,False
,Al Gore's favorability has been increasing.,Al Gore's favorability has been increasing.,0.7705682481,,,,cocaspok2000.6.002355,cocaspok2000.0040302,False
,What does he know about it?,What does he know about it?,0.7746070387,,,,cornellmov.6.004883,cornellmov.0027482,False
,Printers are not the only culprit.,Printers are not the only culprit.,0.7497499767,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01901278,False
,The man snarled in his ear.,The man snarled in his ear.,0.784780298,,,,torontofantasy.6.231156,torontofantasy.3085044,False
,You sound pretty sure of yourself.,You sound pretty sure of yourself.,0.7263839438,,,,torontofantasy.6.253897,torontofantasy.3364021,False
,I made French toast and sausage.,I made French toast and sausage.,0.7926826804,,,,cornellmov.6.020607,cornellmov.0120787,False
,You made some good points Mike.,You made some good points Mike.,0.7479525632,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04611930,False
,Some make it on their own.,Some make it on their own.,0.74122131,,,,wsj.6.002457,wsj.446136,False
,Kagan would attend the school herself.,Kagan would attend the school herself.,0.7687488275,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01647755,False
,"Eight other officers sold 170,258 shares.","Eight other officers sold 170,258 shares.",0.7657899419,,,,wsj.6.000400,wsj.072144,False
,So this was not a debate.,So this was not a debate.,0.7483280426,,,,cocaspok2009.6.008870,cocaspok2009.0114479,False
,I believe Peter Whitney is alive.,I believe Peter Whitney is alive.,0.7733227431,,,,torontofantasy.6.424658,torontofantasy.5600752,False
,Is anyone currently researching these records?,Is anyone currently researching these records?,0.7472357197,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03142720,False
,Advice and priceless wisdom are mine.,Advice and priceless wisdom are mine.,0.7628368351,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02527699,False
,He would always obey his master.,He would always obey his master.,0.7516737974,,,,torontofantasy.6.181604,torontofantasy.2467353,False
,I'm looking for a private island.,I'm looking for a private island.,0.7597021239,,,,cornellmov.6.012357,cornellmov.0070327,False
,George W. Bush wants it closed.,George W Bush wants it closed.,0.7862443736,,,,cocaspok2009.6.000132,cocaspok2009.0001242,True
,The bar faded away behind her.,The bar faded away behind her.,0.7519985121,,,,torontofantasy.6.434573,torontofantasy.5725641,False
,The fourth call was to Rene.,The fourth call was to Rene.,0.7525689242,,,,torontofantasy.6.362106,torontofantasy.4741571,False
,Cummings' Company according to my recollection.,Cummings' Company according to my recollection.,0.7692225229,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00907312,False
,What happened to Mandrake the Magician?,What happened to Mandrake the Magician?,0.7755789688,,,,cornellmov.6.012006,cornellmov.0068270,False
,Photo courtesy of Matthew Whitman Lazenby.,Photo courtesy of Matthew Whitman Lazenby.,0.8064739432,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00658218,False
,I'm hoping you might want it.,I'm hoping you might want it.,0.7467826327,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04878973,False
,"Funny ideas about swearing, mind you.","Funny ideas about swearing, mind you.",0.7605160345,,,,torontofantasy.6.118804,torontofantasy.1672935,False
,Chinita wasn't sure what to say.,Chinita wasn't sure what to say.,0.7751916439,,,,torontomyst.6.065980,torontomyst.915062,False
,I drink way too much coffee.,I drink way too much coffee.,0.7653296844,,,,cocaspok2001.6.004493,cocaspok2001.0071691,False
,His voice was soft yet compelling.,His voice was soft yet compelling.,0.7384103667,,,,torontofantasy.6.375099,torontofantasy.4910262,False
,You gotta bachelor on your hands.,You gotta bachelor on your hands.,0.7697933974,,,,cornellmov.6.021634,cornellmov.0127312,False
,"The cars, the clothes, the houses...","The cars, the clothes, the houses...",0.7568110743,,,,cornellmov.6.017016,cornellmov.0098052,False
,He set his Barra to vaporize.,He set his Barra to vaporize.,0.7676400016,,,,torontoadv.6.058642,torontoadv.975606,False
,Let that ancient voice speak out.,Let that ancient voice speak out.,0.7607271962,,,,cocaspok1994.6.000808,cocaspok1994.0011007,False
,RawDigger - analysis software for RAW files.,RawDigger - analysis software for RAW files.,0.7599393006,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00024608,False
,A sloppy attack would not suffice.,A sloppy attack would not suffice.,0.7518424209,,,,torontofantasy.6.325461,torontofantasy.4257618,False
,Our regulations are strangling job creators.,Our regulations are strangling job creators.,0.7569110559,,,,cocaspok2011.6.012503,cocaspok2011.0159319,False
,I'm not good at being alone.,I'm not good at being alone.,0.7550395033,,,,cornellmov.6.017461,cornellmov.0100683,False
,I like just being the boss.,I like just being the boss.,0.7533646974,,,,cocaspok2003.6.007657,cocaspok2003.0111541,False
,Your local European auto repair specialist.,Your Local European Auto Repair Specialist.,0.7567860763,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03718232,True
,He always loved the war movies.,He always loved the war movies.,0.7713125475,,,,cocaspok1991.6.000423,cocaspok1991.0007183,False
,You need to build the relationship.,You need to build the relationship.,0.735299858,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01546643,False
,"Want more articles, updates and benefits?","Want more articles, updates and benefits?",0.7596978307,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02992233,False
,"But that wasn't very funny, either.","But that wasn't very funny, either.",0.7485653395,,,,brown.6.000715,brown.012990,False
,Or might just be he stank.,Or might just be he stank.,0.7556488013,,,,torontofantasy.6.094975,torontofantasy.1387469,False
,Messin' with dead things and all.,Messin' with dead things and all.,0.7718394661,,,,torontomyst.6.065123,torontomyst.904521,False
,Who needs to wait till January?,Who needs to wait till January?,0.7721298949,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03049523,False
,Police protection means you're formally engaged.,Police protection means you're formally engaged.,0.7367816553,,,,cocaspok1997.6.004007,cocaspok1997.0047186,False
,Would you like me to ask?,Would you like me to ask?,0.7504639139,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00707991,False
,They never wanted it to stop.,They never wanted it to stop.,0.7396045176,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02253910,False
,I want to know about Exley.,I want to know about Exley.,0.7693330415,,,,cornellmov.6.008785,cornellmov.0050355,False
,This recipe makes about 6 quarts.,This recipe makes about 6 quarts.,0.7991033079,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01612925,False
,"Nose, mouth, forehead, all gushing geysers.","Nose, mouth, forehead, all gushing geysers.",0.8025856398,,,,torontofantasy.6.160141,torontofantasy.2178153,False
,It'll be our secret for now.,It'll be our secret for now.,0.7526390398,,,,torontomyst.6.130499,torontomyst.1697314,False
,He demanded pointing out the window.,He demanded pointing out the window.,0.7444724731,,,,torontomyst.6.059685,torontomyst.825041,False
,Creative effective ideas that generate value.,Creative effective ideas that generate value.,0.7296072724,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02175679,False
,"Clothings not furniture, it wears out.","Clothings not furniture, it wears out.",0.7723143124,,,,cocaspok2004.6.000263,cocaspok2004.0003080,False
,We know it's going to happen.,"""We know it's going to happen.",0.7594730891,,,,wsj.6.000419,wsj.076107,True
,Has anyone ever told you that?,Has anyone ever told you that?,0.7404617737,,,,cornellmov.6.015504,cornellmov.0088475,False
,And who was that other man?,And who was that other man?,0.7587269887,,,,torontomyst.6.046816,torontomyst.659983,False
,How else could I do it?,How else could I do it?,0.7585677237,,,,torontomyst.6.032897,torontomyst.467890,False
,What includes new book please like?,What includes new book please like?,0.7803714037,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02506447,False
,"But in his confusion, he resisted.","But in his confusion, he resisted.",0.747846128,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02242895,False
,"Charlotte Ann Bass, petition for support.","Charlotte Ann Bass, petition for support.",0.7809945606,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04647780,False
,"Gets you where you live, huh?","Gets you where you live, huh?",0.7729908824,,,,cornellmov.6.013948,cornellmov.0079321,False
,You were talking about the promotion.,You were talking about the promotion .,0.7473265005,,,,cornellmov.6.004483,cornellmov.0025186,True
,Cult expert or WMSCOG fear tactics?,Cult Expert or WMSCOG Fear Tactics?,0.7582601419,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03979531,True
,Seek you the Bridge of Death...,Seek you the Bridge of Death...,0.7508327433,,,,cornellmov.6.011501,cornellmov.0065096,False
,To stick the final nail in.,To stick the final nail in.,0.7628981234,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01524761,False
,It didn't take me very long.,It didn't take me very long.,0.7600832848,,,,torontofantasy.6.176969,torontofantasy.2400962,False
,"Well done, and thank you Alan.","Well done, and thank you Alan.",0.7572955898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00749471,False
,It seems to be going well.,It seems to be going well.,0.7335012842,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00608132,False
,His fingers slid between her legs.,His fingers slid between her legs.,0.770859529,,,,torontofantasy.6.437876,torontofantasy.5749800,False
,Our marriage... it just got sick.,Our marriage... it just got sick.,0.7607946336,,,,cornellmov.6.016858,cornellmov.0097111,False
,Do we run into the street?,Do we run into the street?,0.7675847073,,,,cornellmov.6.022065,cornellmov.0130223,False
,"Turn this up, by the way.","Turn this up, by the way.",0.753118784,,,,cocaspok1994.6.006324,cocaspok1994.0080474,False
,Why do you love the Packers?,Why do you love the Packers?,0.7824736703,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01953449,False
,We were in Four H together.,We were in Four H together.,0.7617658025,,,,cornellmov.6.039933,cornellmov.0245847,False
,Of course we knew it was.,Of course we knew it was.,0.7404480261,,,,torontomyst.6.052540,torontomyst.734625,False
,We're going to bring her out.,We're going to bring her out.,0.7439482947,,,,cocaspok1996.6.005778,cocaspok1996.0072183,False
,Then his eyes rolled up ecstatically..,Then his eyes rolled up ecstatically..,0.7567857573,,,,torontofantasy.6.411977,torontofantasy.5400316,False
,We hope your application is in!,We Hope Your Application Is In!,0.7491885161,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04268918,True
,Definitely not something I would recommend.,Defenitely not something I would recommend.,0.7497620188,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01884572,True
,They have trouble hitting their marks.,They have trouble hitting their marks.,0.7395697647,,,,cocaspok2006.6.001076,cocaspok2006.0017985,False
,Space Station can you hear me?,Space Station can you hear me?,0.7419933659,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02552235,False
,The complaint form is located here.,The complaint form is located here.,0.7548747432,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03541063,False
