reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,,"Look, I know this chick Niki.",0.7967776709,,,,cornellmov.6.019214,cornellmov.0112264
,,I'm a friend of Master George.,0.7683216679,,,,torontofantasy.6.000339,torontofantasy.05113
,,Mr. Kearney swears it won't work.,0.792096319,,,,wsj.6.001513,wsj.276234
,,Dad was out of the question.,0.7564428507,,,,torontomyst.6.171587,torontomyst.2182599
,,They are very soft and stretchy.,0.7594644079,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01122088
,,"The property is offered at $1,895,000.",0.7566974329,,,,wsj.6.002097,wsj.379870
,,Unexpected tears sprang to her eyes.,0.7389186108,,,,torontomyst.6.079809,torontomyst.1084993
,,"Not a bad night, my friend.",0.7619325426,,,,torontoadv.6.007042,torontoadv.120315
,,Mr. Caldera has since recovered two.,0.7743052393,,,,wsj.6.002672,wsj.485843
,,Points are also available for Innovation.,0.7457328001,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00154078
,,It's just -- it's on automatic pilot.,0.7668496201,,,,cocaspok2008.6.004324,cocaspok2008.0053680
,,He stared stonily at the floor.,0.767938524,,,,brown.6.000151,brown.001917
,,So uncertainty is going to reign.,0.7455381853,,,,cocaspok1991.6.000324,cocaspok1991.0005338
,,Al Gore's favorability has been increasing.,0.7705682481,,,,cocaspok2000.6.002355,cocaspok2000.0040302
,,What does he know about it?,0.7746070387,,,,cornellmov.6.004883,cornellmov.0027482
,,Printers are not the only culprit.,0.7497499767,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01901278
,,The man snarled in his ear.,0.784780298,,,,torontofantasy.6.231156,torontofantasy.3085044
,,You sound pretty sure of yourself.,0.7263839438,,,,torontofantasy.6.253897,torontofantasy.3364021
,,I made French toast and sausage.,0.7926826804,,,,cornellmov.6.020607,cornellmov.0120787
,,You made some good points Mike.,0.7479525632,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04611930
,,Some make it on their own.,0.74122131,,,,wsj.6.002457,wsj.446136
,,Kagan would attend the school herself.,0.7687488275,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01647755
,,"Eight other officers sold 170,258 shares.",0.7657899419,,,,wsj.6.000400,wsj.072144
,,So this was not a debate.,0.7483280426,,,,cocaspok2009.6.008870,cocaspok2009.0114479
,,I believe Peter Whitney is alive.,0.7733227431,,,,torontofantasy.6.424658,torontofantasy.5600752
,,Is anyone currently researching these records?,0.7472357197,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03142720
,,Advice and priceless wisdom are mine.,0.7628368351,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02527699
,,He would always obey his master.,0.7516737974,,,,torontofantasy.6.181604,torontofantasy.2467353
,,I'm looking for a private island.,0.7597021239,,,,cornellmov.6.012357,cornellmov.0070327
1,,You can read more about Maj.,0.7740145205,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00841918
,George W. Bush wants it closed.,George W Bush wants it closed.,0.7862443736,,,,cocaspok2009.6.000132,cocaspok2009.0001242
,,The bar faded away behind her.,0.7519985121,,,,torontofantasy.6.434573,torontofantasy.5725641
,,The fourth call was to Rene.,0.7525689242,,,,torontofantasy.6.362106,torontofantasy.4741571
,,Cummings' Company according to my recollection.,0.7692225229,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00907312
,,What happened to Mandrake the Magician?,0.7755789688,,,,cornellmov.6.012006,cornellmov.0068270
,,Photo courtesy of Matthew Whitman Lazenby.,0.8064739432,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00658218
,,I'm hoping you might want it.,0.7467826327,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04878973
,,"Funny ideas about swearing, mind you.",0.7605160345,,,,torontofantasy.6.118804,torontofantasy.1672935
,,Chinita wasn't sure what to say.,0.7751916439,,,,torontomyst.6.065980,torontomyst.915062
,,I drink way too much coffee.,0.7653296844,,,,cocaspok2001.6.004493,cocaspok2001.0071691
,,His voice was soft yet compelling.,0.7384103667,,,,torontofantasy.6.375099,torontofantasy.4910262
,,You gotta bachelor on your hands.,0.7697933974,,,,cornellmov.6.021634,cornellmov.0127312
,,"The cars, the clothes, the houses...",0.7568110743,,,,cornellmov.6.017016,cornellmov.0098052
,,He set his Barra to vaporize.,0.7676400016,,,,torontoadv.6.058642,torontoadv.975606
,,Let that ancient voice speak out.,0.7607271962,,,,cocaspok1994.6.000808,cocaspok1994.0011007
,,RawDigger - analysis software for RAW files.,0.7599393006,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00024608
,,A sloppy attack would not suffice.,0.7518424209,,,,torontofantasy.6.325461,torontofantasy.4257618
,,Our regulations are strangling job creators.,0.7569110559,,,,cocaspok2011.6.012503,cocaspok2011.0159319
,,I'm not good at being alone.,0.7550395033,,,,cornellmov.6.017461,cornellmov.0100683
,,I like just being the boss.,0.7533646974,,,,cocaspok2003.6.007657,cocaspok2003.0111541
,Your local European auto repair specialist.,Your Local European Auto Repair Specialist.,0.7567860763,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03718232
,,He always loved the war movies.,0.7713125475,,,,cocaspok1991.6.000423,cocaspok1991.0007183
1,,A 50 percent chance of showers.,0.7511456403,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01920119
,,You need to build the relationship.,0.735299858,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01546643
,,"Want more articles, updates and benefits?",0.7596978307,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02992233
,,"But that wasn't very funny, either.",0.7485653395,,,,brown.6.000715,brown.012990
,,Or might just be he stank.,0.7556488013,,,,torontofantasy.6.094975,torontofantasy.1387469
,,Messin' with dead things and all.,0.7718394661,,,,torontomyst.6.065123,torontomyst.904521
1,,"John McKenzie, ABC News, Rothsay, Minnesota.",0.8175518529,,,,cocaspok1992.6.005684,cocaspok1992.0076247
,,Who needs to wait till January?,0.7721298949,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03049523
,,Police protection means you're formally engaged.,0.7367816553,,,,cocaspok1997.6.004007,cocaspok1997.0047186
,,Would you like me to ask?,0.7504639139,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00707991
,,They never wanted it to stop.,0.7396045176,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02253910
,,I want to know about Exley.,0.7693330415,,,,cornellmov.6.008785,cornellmov.0050355
,,This recipe makes about 6 quarts.,0.7991033079,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01612925
,,"Nose, mouth, forehead, all gushing geysers.",0.8025856398,,,,torontofantasy.6.160141,torontofantasy.2178153
,,It'll be our secret for now.,0.7526390398,,,,torontomyst.6.130499,torontomyst.1697314
,,He demanded pointing out the window.,0.7444724731,,,,torontomyst.6.059685,torontomyst.825041
,,Creative effective ideas that generate value.,0.7296072724,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02175679
,,"Clothings not furniture, it wears out.",0.7723143124,,,,cocaspok2004.6.000263,cocaspok2004.0003080
,We know it's going to happen.,"""We know it's going to happen.",0.7594730891,,,,wsj.6.000419,wsj.076107
,,Has anyone ever told you that?,0.7404617737,,,,cornellmov.6.015504,cornellmov.0088475
,,And who was that other man?,0.7587269887,,,,torontomyst.6.046816,torontomyst.659983
,,How else could I do it?,0.7585677237,,,,torontomyst.6.032897,torontomyst.467890
,,What includes new book please like?,0.7803714037,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02506447
,,"But in his confusion, he resisted.",0.747846128,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02242895
,,"Charlotte Ann Bass, petition for support.",0.7809945606,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04647780
,,"Gets you where you live, huh?",0.7729908824,,,,cornellmov.6.013948,cornellmov.0079321
,You were talking about the promotion.,You were talking about the promotion .,0.7473265005,,,,cornellmov.6.004483,cornellmov.0025186
,Cult expert or WMSCOG fear tactics?,Cult Expert or WMSCOG Fear Tactics?,0.7582601419,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03979531
,,Seek you the Bridge of Death...,0.7508327433,,,,cornellmov.6.011501,cornellmov.0065096
,,To stick the final nail in.,0.7628981234,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01524761
,,It didn't take me very long.,0.7600832848,,,,torontofantasy.6.176969,torontofantasy.2400962
,,"Well done, and thank you Alan.",0.7572955898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00749471
,,It seems to be going well.,0.7335012842,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00608132
,,His fingers slid between her legs.,0.770859529,,,,torontofantasy.6.437876,torontofantasy.5749800
,,Our marriage... it just got sick.,0.7607946336,,,,cornellmov.6.016858,cornellmov.0097111
,,Do we run into the street?,0.7675847073,,,,cornellmov.6.022065,cornellmov.0130223
,,"Turn this up, by the way.",0.753118784,,,,cocaspok1994.6.006324,cocaspok1994.0080474
,,Why do you love the Packers?,0.7824736703,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01953449
,,We were in Four H together.,0.7617658025,,,,cornellmov.6.039933,cornellmov.0245847
,,Of course we knew it was.,0.7404480261,,,,torontomyst.6.052540,torontomyst.734625
,,We're going to bring her out.,0.7439482947,,,,cocaspok1996.6.005778,cocaspok1996.0072183
,,Then his eyes rolled up ecstatically..,0.7567857573,,,,torontofantasy.6.411977,torontofantasy.5400316
,We hope your application is in!,We Hope Your Application Is In!,0.7491885161,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04268918
1,,Did you write itor didn't you?,0.7776883643,,,,cornellmov.6.003639,cornellmov.0020389
,Definitely not something I would recommend.,Defenitely not something I would recommend.,0.7497620188,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01884572
,,They have trouble hitting their marks.,0.7395697647,,,,cocaspok2006.6.001076,cocaspok2006.0017985
,,Space Station can you hear me?,0.7419933659,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02552235
,,The complaint form is located here.,0.7548747432,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03541063
,,Surely you can be more specific...,0.7252273604,,,,cornellmov.6.005227,cornellmov.0029471
,,I will be a loyal customer.,0.7246699213,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03136954
,,Chelsea responds with a polite smile.,0.7380973869,,,,wsj.6.001271,wsj.234740
,Maddow: Why did they do that?,MADDOW: Why did they do that?,0.7851118653,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03541808
,,What's going to happen in practice?,0.7567324482,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03978708
,,They'll hang him all the same.,0.750212256,,,,cornellmov.6.001633,cornellmov.0008951
,,"Yes, that is work product, right.",0.7635613358,,,,cocaspok2008.6.008993,cocaspok2008.0110845
,How to care for hermit crabs?,How to Care for Hermit Crabs?,0.7761241354,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01308521
,,"Gentlemen, thank you both very much.",0.7461452498,,,,cocaspok1997.6.009522,cocaspok1997.0115617
,,It goes in a trust account.,0.7695639574,,,,cornellmov.6.020450,cornellmov.0119883
,,I just feel sorry for Josie.,0.7648643008,,,,cornellmov.6.034739,cornellmov.0212056
,,Tioga County in upstate New York.,0.8175483692,,,,cocaspok2010.6.005633,cocaspok2010.0073453
,,I need to find my wife.,0.7597286707,,,,torontofantasy.6.428193,torontofantasy.5648878
,,I pulled the magic to me.,0.7467792489,,,,torontofantasy.6.343565,torontofantasy.4521141
,,Either way awght to be interesting.,0.7227174171,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02426758
,,I've been waitin' for this asshole.,0.7773688267,,,,cornellmov.6.017114,cornellmov.0098584
,,Design and implement a Windows Application.,0.7378436535,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02041456
,,They provide consistent and reliable terminations.,0.7245151053,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02474352
,,Let's go to Amy Fisher's attorney.,0.7919570228,,,,cocaspok1993.6.004126,cocaspok1993.0052579
,,Did you use hardware motion compensation?,0.7573427352,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02922025
,,You are the younger of two...,0.7402410523,,,,cornellmov.6.011031,cornellmov.0062508
,,"Myrickman, bvd1940 and xpylonracer like this.",0.7825503765,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04070635
,,We hope you get some chocolates.,0.7510527404,,,,cocaspok2008.6.005727,cocaspok2008.0071131
,,Lets take a look at some.,0.7567729837,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01591692
,,It doesn't have a term yet.,0.7641897427,,,,cocaspok2004.6.002969,cocaspok2004.0048666
,,Ronan turned to the failing trees..,0.7470730943,,,,torontofantasy.6.370594,torontofantasy.4846978
,,Try this recipe from the book.,0.778697222,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01902204
,,So Lord Eddard couldn't go west.,0.790112513,,,,torontofantasy.6.463463,torontofantasy.6027188
,,"Faberge, famous Faberge eggs, is right.",0.8202950972,,,,cocaspok2007.6.008232,cocaspok2007.0104617
,,"It's time to signal Crassus, sir.",0.7737388893,,,,torontofantasy.6.097236,torontofantasy.1418390
,,Its design attracts the player's eyes.,0.7514941595,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01284009
1,,Lfor a Imiliniim11 of 3 months.,0.7621634991,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03238037
,,But we abide by their insight.,0.7444462335,,,,brown.6.000306,brown.005288
,,Lili woke up with a start.,0.7681378097,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02438624
,,He says it's all a mistake.,0.7667974197,,,,cocaspok1993.6.005996,cocaspok1993.0074620
,,You can see it's quite fresh.,0.7547041195,,,,cocaspok2003.6.002767,cocaspok2003.0048053
,,"I mean, he loves his job.",0.7650790295,,,,cornellmov.6.011702,cornellmov.0066353
,,Could you please have a look.,0.7468578967,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04682288
,,The recovery time was basically zero.,0.7485894011,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00375910
,,"Maybe suicide, if it looks reasonable.",0.752110943,,,,brown.6.001072,brown.020830
,,Gorbachev's three week ban on demonstrations.,0.7504045673,,,,cocaspok1991.6.004294,cocaspok1991.0067162
,,"Lights, camera and all the action.",0.7581263331,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01069246
,,"He's a good man, and thorough.",0.752637204,,,,cornellmov.6.027475,cornellmov.0165681
,,But they weren't underwater on Sunday.,0.7616243418,,,,cocaspok2005.6.002124,cocaspok2005.0038092
,,So do I just follow you?,0.748975458,,,,cornellmov.6.001652,cornellmov.0009037
,,Golfer's tape is the best alternative.,0.7597460621,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03886820
,,"That was probably Ussif, Peter thought.",0.7643329361,,,,torontofantasy.6.050689,torontofantasy.737924
,,However they contain very small amounts.,0.738378053,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02119650
,,Cucumbers are cooler than you think.,0.76705748,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04625303
,,You're trying to get that look.,0.7431674453,,,,cocaspok2009.6.011035,cocaspok2009.0144725
,,"In most instances, we also advance..",0.7421194921,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03691735
,,"And good morning to you, Michelle.",0.7555927831,,,,cocaspok2009.6.009171,cocaspok2009.0119289
,,"Look, Oslo was land for peace.",0.7699307533,,,,cocaspok2002.6.000359,cocaspok2002.0006760
,,How will GT Housing contact you?,0.7577036811,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03824036
,,But I did get there eventually.,0.7505143639,,,,cocaspok1998.6.010762,cocaspok1998.0147320
,,Shame they didn't go with LtL.,0.7858569533,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03394977
,,That was a cold turkey request.,0.7531146307,,,,cocaspok2012.6.005359,cocaspok2012.066132
,,That's the nice thing about them.,0.7583890038,,,,cornellmov.6.033181,cornellmov.0201566
,,Run from one bar to another.,0.7610232952,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01979213
,,But I actually got a few.,0.7407563792,,,,cocaspok2012.6.005041,cocaspok2012.062183
,,The Japanese transplants are the benchmark.,0.7775228289,,,,wsj.6.001412,wsj.257954
,,I think you should encourage him.,0.7378443244,,,,cornellmov.6.016360,cornellmov.0093707
,,A female voice came from downstairs.,0.7868291956,,,,torontofantasy.6.056111,torontofantasy.810500
,,"So thank you, and bon voyage.",0.7760488621,,,,cocaspok2005.6.001607,cocaspok2005.0029714
,,"Oh, right now it's really great.",0.7891757855,,,,cocaspok2001.6.003827,cocaspok2001.0059663
,,No specific defensive wounds were identified.,0.7396324247,,,,cocaspok2006.6.004547,cocaspok2006.0073302
,,They can surgically alter the fingerprint.,0.7528987146,,,,cocaspok2002.6.000590,cocaspok2002.0010880
,,And I wanted to make sure.,0.7429305394,,,,cocaspok1993.6.004051,cocaspok1993.0051793
,,My lord father always said so.,0.7645602952,,,,torontofantasy.6.461037,torontofantasy.5995878
,,Also the video is really good!,0.7656176497,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04669706
,,It's the heaviest you can imagine.,0.7454512106,,,,cocaspok1997.6.004079,cocaspok1997.0047910
,,"Well, or my dad, you know.",0.7700751343,,,,cocaspok2006.6.003591,cocaspok2006.0059904
1,,And I think frankly that Sen.,0.7693354625,,,,cocaspok1996.6.006863,cocaspok1996.0085835
,,Report Library is the default value.,0.754520185,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00776906
,,It's just you don't have intelligence.,0.762954408,,,,cornellmov.6.033262,cornellmov.0202161
,,Spotting 5 days before AF due???,0.7766502738,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04464650
,,"But my question is this, Governor.",0.7662067594,,,,cocaspok2008.6.006495,cocaspok2008.0081194
,,Tizanidine recreational use and high abuse.,0.7793109245,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04023199
,,Gotta have more juice than that.,0.7755974714,,,,torontofantasy.6.438254,torontofantasy.5753493
,"If it is, I'm missing out.","""If it is, I'm missing out.""",0.7555314512,,,,wsj.6.000219,wsj.040112
,What is Google's advanced verification process?,What is Google's Advanced Verification Process?,0.7582553172,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04195932
,,My first reaction was -- was disbelief.,0.7506527135,,,,cocaspok2007.6.000481,cocaspok2007.0005149
,,All 155 people on board survived.,0.7598677476,,,,cocaspok2009.6.008098,cocaspok2009.0104298
,,"You know that sounds crazy, right?",0.772594074,,,,torontofantasy.6.318169,torontofantasy.4176343
,,The company's U.S. business was drifting.,0.7614127444,,,,wsj.6.000044,wsj.008761
,,That's how long you were gone.,0.7556176016,,,,cornellmov.6.007120,cornellmov.0040769
,,He'll tell you all about it.,0.746890654,,,,cornellmov.6.037547,cornellmov.0230090
,,But three Hispanics in the Senate.,0.7810429586,,,,cocaspok2006.6.009892,cocaspok2006.0147597
1,,"Comfort Inn: 2520 NE Stratus, McMinnville.",0.804911927,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03569149
,,They try to shred me apart.,0.7272169162,,,,cocaspok2009.6.007958,cocaspok2009.0102847
,,"That's why we're here, Sheriff Cable.",0.7847935957,,,,cornellmov.6.025580,cornellmov.0153371
,,"Born in 1977 in Onagawa, Japan.",0.8384395222,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04450953
,,Ponder heard a scuffling behind him.,0.7407055024,,,,torontofantasy.6.118218,torontofantasy.1668181
,,Maybe our viewers have some insight.,0.7475888278,,,,cocaspok2005.6.005275,cocaspok2005.0082520
,The Characters: I really liked Memory.,The Characters: I REALLY liked Memory.,0.7577431434,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01733123
,,For bein' the way he is.,0.7550482605,,,,cornellmov.6.037228,cornellmov.0227933
,,Located on the Tawam Hospital campus.,0.7729993227,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00295142
,,"Yes, and that's a great point.",0.7627403043,,,,cocaspok2007.6.007544,cocaspok2007.0097069
,,Guide yourself through the ideas above.,0.7468592868,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04899204
,,So what do we do now?,0.7747789641,,,,cornellmov.6.008821,cornellmov.0050564
,,Do you have a lover now?,0.7644768925,,,,cornellmov.6.010772,cornellmov.0061010
,,Her mouth floundered open and closed..,0.757845149,,,,torontofantasy.6.276221,torontofantasy.3615330
,,"I'll be in charge, of course.",0.7460435479,,,,cornellmov.6.016596,cornellmov.0095213
,,"Why email, why not agent them?",0.7609906171,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03407711
,,What is the condition of yours?,0.7434751103,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01153166
,,He's on his way to Chicago.,0.7643740158,,,,cornellmov.6.033375,cornellmov.0202938
,,I'll see what I can do.,0.7773426819,,,,cornellmov.6.004655,cornellmov.0026207
,,Or was that just Rand's interpretation?,0.7449656411,,,,torontofantasy.6.202858,torontofantasy.2751328
,,I don't feel like dying today.,0.7712398011,,,,cornellmov.6.017411,cornellmov.0100437
,,Sarssen saw Bethel's look of disbelief..,0.7471845587,,,,torontofantasy.6.005788,torontofantasy.80913
1,,"""Imagine the difference between [GOP Chairman]",0.7598670878,,,,wsj.6.001368,wsj.249503
,,Susan halted Dean and kissed him.,0.7675786347,,,,brown.6.000022,brown.000178
,,"I'm not a surgeon, Mr. Koppel.",0.783388718,,,,cocaspok1991.6.006200,cocaspok1991.0106140
,,Tree engagement ring image 0 branch.,0.7825310021,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03598794
,,And I'll take care of it.,0.7549896801,,,,torontofantasy.6.254533,torontofantasy.3371072
,,"Finally, our party needs a makeover!",0.7575253562,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03846112
,,"You mean, early morning the 16th?",0.7762232804,,,,cornellmov.6.013317,cornellmov.0075613
,,I don't know if I do.,0.7701316817,,,,cocaspok1998.6.003476,cocaspok1998.0047146
,,We're talking about what people want.,0.76147031,,,,cocaspok1991.6.006429,cocaspok1991.0111347
,,The other is a leadership vote.,0.7573955004,,,,cocaspok2001.6.004376,cocaspok2001.0069332
,,We gotta get outta the country!,0.7751551843,,,,cornellmov.6.029973,cornellmov.0181377
,,It was clearly a circumstantial case.,0.7332236122,,,,cocaspok2009.6.005980,cocaspok2009.0076289
,,And then the Secret Service called.,0.7625184268,,,,wsj.6.000069,wsj.014074
,How can I say this diplomatically?,"""How can I say this diplomatically?""",0.7645380199,,,,wsj.6.001895,wsj.341280
,,"That cost money, but so what?",0.7586276194,,,,wsj.6.001536,wsj.279919
,,Community pavilion with river front access.,0.7633492025,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03052835
,,Aimee J. is proof of that.,0.7733747711,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04452356
,It has the potential for abuse.,"""It has the potential for abuse.""",0.7503382868,,,,wsj.6.002058,wsj.372240
,,Oh dreads on a white man.,0.7951715853,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04178760
,,"Excuse me, I need to explain...",0.731254047,,,,cornellmov.6.014059,cornellmov.0079972
,,More than half the audience departed.,0.7595101921,,,,brown.6.001211,brown.024250
,,Okay thank you for the reply.,0.765911115,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02036761
,,"We're good at this, very good.",0.7562067232,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03040816
,,"This, however, can't just happen overnight.",0.7578661495,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01829711
,,"However, it was a delicious cocktail!",0.7549344376,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04647375
,,It also has a guest apartment.,0.7559587915,,,,wsj.6.002766,wsj.503725
,,Let's get to the bottom line.,0.7414241058,,,,torontomyst.6.155164,torontomyst.1995713
,,"Keep watching, keep learning, keep growing!",0.7228773562,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04136256
,,They have got to be relaxed.,0.7299472664,,,,cocaspok2006.6.005060,cocaspok2006.0081458
,,It's a form of nonjudicial punishment.,0.7598630322,,,,cocaspok2001.6.003440,cocaspok2001.0055337
,,Ares proudly claimed you as his.,0.762300939,,,,torontofantasy.6.188934,torontofantasy.2567215
,,Feeling sorry for him I laughed.,0.7447768558,,,,torontomyst.6.049661,torontomyst.697467
,,It was a busy year too.,0.7452741857,,,,torontomyst.6.021883,torontomyst.301722
,,"Fists swung, teeth snapped, legs kicked.",0.7651013112,,,,torontofantasy.6.278537,torontofantasy.3640064
,,Somebody had tried to assassinate him!,0.7376840298,,,,torontofantasy.6.329421,torontofantasy.4301529
,,Branscombe's neighborhood when shootings took place.,0.7666431523,,,,cocaspok1994.6.007666,cocaspok1994.0103744
,,"Young men, used up and discarded.",0.7682091327,,,,torontomyst.6.065417,torontomyst.908736
,,I approached the light and froze.,0.7443414836,,,,torontofantasy.6.340502,torontofantasy.4485871
,,It takes value to earn money.,0.7472805523,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01155721
,,It didn't strike them as weird.,0.7715612072,,,,torontofantasy.6.169197,torontofantasy.2292979
,,That's what Dave suggests might happen.,0.7735419866,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04481740
