sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_glove
I can't confirm that for certain.,low,0.6190476190476191,cocaspok2009.6.000407,low.02092,cocaspok2009.0004073,2092,0.20357752710688937
Because that would be too easy.,low,0.65625,cornellmov.6.010998,low.02093,cornellmov.0062310,2093,0.16461293792353288
Else I'd still be locked up.,low,0.7763157894736842,torontofantasy.6.232466,low.02094,torontofantasy.3099045,2094,0.2066075558603234
Such a clean and simple method!,low,0.7777777777777778,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.141358,low.02095,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03864728,2095,0.21561279146280832
The most economical seat we offer.,low,0.8909090909090909,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.111426,low.02096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03008606,2096,0.21051537107512827
Purchase energy efficient equipment whenever possible.,low,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.177856,low.02097,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04761154,2097,0.29753745637483575
"Our strong point, our value proposition.",low,0.711864406779661,cocaspok2005.6.005684,low.02098,cocaspok2005.0089127,2098,0.2459069902153223
Better if I just show you.,low,0.7368421052631579,cornellmov.6.001484,low.02099,cornellmov.0008126,2099,0.1661055033920872
It must be getting more serious.,low,0.5625,brown.6.001172,low.02100,brown.023082,2100,0.1736991318827823
You must not diverge any further.,low,0.782051282051282,torontofantasy.6.152299,low.02101,torontofantasy.2072808,2101,0.21319511025453697
It might be too late already.,low,0.8064516129032258,cornellmov.6.023739,low.02102,cornellmov.0141422,2102,0.16925631068829589
Perhaps one or two stayed behind.,low,0.7333333333333333,torontoadv.6.032901,low.02103,torontoadv.565382,2103,0.18132944014896588
I'd always give them their due.,low,0.7,cocaspok2001.6.001607,low.02104,cocaspok2001.0029119,2104,0.19885889810443014
No obstacles remained ahead of her.,low,0.7887323943661971,torontofantasy.6.325226,low.02105,torontofantasy.4255488,2105,0.2097397612813914
They've got a very strong theme.,low,0.6716417910447762,cocaspok2007.6.005948,low.02106,cocaspok2007.0079628,2106,0.19731278486490067
"Still talking, but unable to hear.",low,0.7547169811320755,torontofantasy.6.029004,low.02107,torontofantasy.422983,2107,0.17731480699274058
What you describe is not unusual.,low,0.7123287671232876,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.146672,low.02108,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03924043,2108,0.1814173630311445
They must not come to harm.,low,0.72,torontofantasy.6.462577,low.02109,torontofantasy.6015944,2109,0.19203729876051087
Public in a timely a manner.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.152046,low.02110,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04151379,2110,0.22817526189756762
Everyone wants to protect me lately.,low,0.7948717948717948,torontofantasy.6.178851,low.02111,torontofantasy.2435901,2111,0.19789978746514625
His voice was full of concern.,low,0.7037037037037037,torontofantasy.6.229738,low.02112,torontofantasy.3069087,2112,0.1924755851686379
He forced you to crave him.,low,0.8,torontofantasy.6.134026,low.02113,torontofantasy.1835671,2113,0.1916686065859203
They played cards for several hours.,low,0.8367346938775511,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.061082,low.02114,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01632667,2114,0.20357509004045132
That would perhaps eliminate the will.,low,0.7948717948717948,cocaspok1993.6.002509,low.02115,cocaspok1993.0034546,2115,0.17612358992559174
Not a hint of life remained.,low,0.7666666666666667,torontofantasy.6.353621,low.02116,torontofantasy.4646449,2116,0.18061753021999336
Is that easy enough for you?,low,0.6746987951807228,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.035282,low.02117,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00942275,2117,0.16634673427529592
Or arrogantly presuming I desire you?,low,0.71875,torontofantasy.6.303233,low.02118,torontofantasy.3971005,2118,0.23105825985206527
But I forced myself to breathe.,low,0.6833333333333333,torontofantasy.6.294818,low.02119,torontofantasy.3852621,2119,0.19390270903936793
But whenever he was with her...,low,0.7580645161290323,torontofantasy.6.223939,low.02120,torontofantasy.2998495,2120,0.1675816230565267
Well we must be missing somebody.,low,0.7924528301886793,cocaspok2006.6.006656,low.02121,cocaspok2006.0104979,2121,0.17493033427793783
The firing was brief and precise.,low,0.7654320987654321,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.006260,low.02122,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00168008,2122,0.20573882311522326
Would you accept extremely difficult instead?,low,0.6666666666666666,torontofantasy.6.414306,low.02123,torontofantasy.5431444,2123,0.19199291170123362
Certainly it is a formal step.,low,0.6533333333333333,cocaspok2006.6.005379,low.02124,cocaspok2006.0086254,2124,0.1874861283776021
Panic rooted me to the spot.,low,0.6666666666666666,torontofantasy.6.105109,low.02125,torontofantasy.1516304,2125,0.1933205092692957
He has a very powerful ship.,low,0.9047619047619048,cornellmov.6.018481,low.02126,cornellmov.0107256,2126,0.18791794659980263
They are tending to the wounded.,low,0.726027397260274,cocaspok1998.6.010182,low.02127,cocaspok1998.0137229,2127,0.19996245903225457
We know it will be delightful.,low,0.6794871794871795,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.040783,low.02128,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01098782,2128,0.1665203564851018
The remnants of a life raft.,low,0.7692307692307693,cornellmov.6.035431,low.02129,cornellmov.0216208,2129,0.2203926719515843
It also promotes critical thinking skills.,low,0.7450980392156863,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.153232,low.02130,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04116842,2130,0.2361538570071338
I tried for a quick recovery.,low,0.7647058823529411,torontofantasy.6.456849,low.02131,torontofantasy.5933636,2131,0.19632582998790657
This was a very strong case.,low,0.7792207792207793,cocaspok1998.6.004789,low.02132,cocaspok1998.0064464,2132,0.1840656992638958
"First of all, we are bewildered.",low,0.782051282051282,cocaspok1998.6.002043,low.02133,cocaspok1998.0028465,2133,0.18182545849841167
The usual chatter has been suspended.,low,0.7023809523809523,torontofantasy.6.151496,low.02134,torontofantasy.2061992,2134,0.2162409066989754
Hail is a particularly strong foe.,low,0.8709677419354839,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.005420,low.02135,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00145152,2135,0.23248788845614987
Thanks every one for your suggestions.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.086973,low.02136,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02320321,2136,0.19788576696147375
Confirm that the list is accurate.,low,0.7192982456140351,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.118025,low.02137,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03164416,2137,0.19917008308423978
Quick with a moral and advice.,low,0.82,torontofantasy.6.205154,low.02138,torontofantasy.2778295,2138,0.20000810277260003
You must not have heard me.,low,0.6463414634146342,cocaspok1994.6.005443,low.02139,cocaspok1994.0069214,2139,0.17012846421951627
A surprising and extremely unusual strategy.,low,0.7297297297297297,cocaspok2011.6.000304,low.02140,cocaspok2011.0003285,2140,0.22024113514924212
The guards won't be any problem.,low,0.8133333333333334,torontofantasy.6.411167,low.02141,torontofantasy.5387658,2141,0.19144602640202116
I'm still trying to catch up.,low,0.625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.016400,low.02142,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00447156,2142,0.21219333047500052
I guarantee you will feel better.,low,0.7169811320754716,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.165074,low.02143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04457050,2143,0.18652215134290448
Both companies will sell the software.,low,0.8656716417910447,wsj.6.000878,low.02144,wsj.159865,2144,0.21389464052410154
Some of them are extremely tall.,low,0.782608695652174,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.116307,low.02145,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03144900,2145,0.1851786858375784
"I heard them leave, of course.",low,0.6904761904761905,torontofantasy.6.420979,low.02146,torontofantasy.5552131,2146,0.16191799133102017
But it was not peaceful sleep.,low,0.8461538461538461,torontofantasy.6.031921,low.02147,torontofantasy.465730,2147,0.18888002719037147
Every sort of inner organ imaginable.,low,0.8688524590163934,torontofantasy.6.112614,low.02148,torontofantasy.1613822,2148,0.2646512007164767
And they had many phone conferences.,low,0.71875,cocaspok2005.6.004551,low.02149,cocaspok2005.0072043,2149,0.19719102229214988
I've tried every sort of cable.,low,0.7678571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.044354,low.02150,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01184854,2150,0.23033911458065032
"Always smile, never be too serious.",low,0.8309859154929577,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.132341,low.02151,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03545498,2151,0.19556634491732044
Well... So you tried riding again?,low,0.7283950617283951,cornellmov.6.009874,low.02152,cornellmov.0056235,2152,0.17367977627222014
You must not be thinking clearly.,low,0.64,cornellmov.6.039685,low.02153,cornellmov.0244223,2153,0.18448987381289078
Trouble viewing or accessing a service?,low,0.819672131147541,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.070921,low.02154,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01912464,2154,0.24194504013272455
As opposed to being more spiritual.,low,0.7142857142857143,cocaspok2009.6.005958,low.02155,cocaspok2009.0076118,2155,0.19320303149512055
It's been a shock to everyone.,low,0.6710526315789473,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.179205,low.02156,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04845097,2156,0.18899430577630047
The pressure must have been enormous.,low,0.7534246575342466,cocaspok2003.6.006201,low.02157,cocaspok2003.0094285,2157,0.18955005883146764
They're not going to hurt me.,low,0.6575342465753424,torontofantasy.6.267301,low.02158,torontofantasy.3521680,2158,0.18220151784744784
It should leave a clear trail.,low,0.7,torontofantasy.6.322226,low.02159,torontofantasy.4223409,2159,0.18012058305667628
Let me give you a hypothetical.,low,0.8297872340425532,torontomyst.6.035551,low.02160,torontomyst.503582,2160,0.19628140662806962
Change them if they become damp.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.125629,low.02161,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03398446,2161,0.19660165513054387
Its remains are still visible today.,low,0.7619047619047619,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.170692,low.02162,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04583692,2162,0.20886846706485984
We are responsive to community concerns.,low,0.8055555555555556,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.004616,low.02163,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00125036,2163,0.21921981519986075
It must be close to dawn.,low,0.7446808510638298,torontofantasy.6.336350,low.02164,torontofantasy.4412462,2164,0.1698061900155463
Repeat if needed for full coverage.,low,0.8163265306122449,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.083685,low.02165,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02244582,2165,0.2169933252799777
Intended for and available to everyone.,low,0.6666666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.063574,low.02166,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01699666,2166,0.1930297669531001
It was very clean and modern.,low,0.7096774193548387,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.033101,low.02167,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00894170,2167,0.18452925512008486
Learning to forgive benefits everyone involved.,low,0.6901408450704225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.084005,low.02168,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02272708,2168,0.22518135101375442
The key to survival is moderation.,low,0.8983050847457628,torontofantasy.6.362887,low.02169,torontofantasy.4749453,2169,0.21317567168387647
What experience remained to be seen.,low,0.6329113924050633,torontofantasy.6.408241,low.02170,torontofantasy.5344328,2170,0.16560222973738975
The wound couldn't be that serious.,low,0.6341463414634146,torontofantasy.6.469730,low.02171,torontofantasy.6100981,2171,0.18326430517837505
I have to clean it up.,low,0.7254901960784313,torontofantasy.6.386761,low.02172,torontofantasy.5068113,2172,0.1605825189125532
How do we become a customer?,low,0.8275862068965517,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.131727,low.02173,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03562544,2173,0.17693720923977907
The second guard waved them past.,low,0.7903225806451613,torontofantasy.6.462741,low.02174,torontofantasy.6017854,2174,0.2107048153324495
I get emails from them constantly.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.165704,low.02175,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04450581,2175,0.19980699985152428
How soon will you be ready?,low,0.6567164179104478,cornellmov.6.018985,low.02176,cornellmov.0110790,2176,0.1807425245479329
I go through without any alarms.,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.023461,low.02177,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00623669,2177,0.1880572318056158
But the procedure isn't for everyone.,low,0.7974683544303798,cocaspok2004.6.008069,low.02178,cocaspok2004.0119471,2178,0.17759171075339703
It is such a great feeling.,low,0.6119402985074627,cocaspok2009.6.007504,low.02179,cocaspok2009.0095892,2179,0.16775884485669898
We have one slight problem though.,low,0.7,torontoadv.6.041981,low.02180,torontoadv.715747,2180,0.1780065254209823
I would recommend Nadia's to everyone!,low,0.8431372549019608,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.066503,low.02181,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01795065,2181,0.18633144834356552
He wanted to keep this serious.,low,0.7468354430379747,torontofantasy.6.079874,low.02182,torontofantasy.1178694,2182,0.1634669105829449
"He was so strong, so commanding.",low,0.8024691358024691,torontofantasy.6.214391,low.02183,torontofantasy.2893101,2183,0.19254588279757828
To give your anger a voice.,low,0.7796610169491526,cornellmov.6.038430,low.02184,cornellmov.0235755,2184,0.19329917391660192
"Sounds just a little complicated, appropriate?",low,0.6764705882352942,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.019810,low.02185,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00529914,2185,0.20221590555324517
He would be easy to manage.,low,0.7647058823529411,torontoadv.6.019513,low.02186,torontoadv.349018,2186,0.1746415396553741
He was giving them full employment.,low,0.8048780487804879,cocaspok1993.6.008853,low.02187,cocaspok1993.0121950,2187,0.1716816974837058
And getting better all the time.,low,0.8095238095238095,cornellmov.6.019018,low.02188,cornellmov.0111012,2188,0.15972559476647907
They are usually easy to access.,low,0.696969696969697,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.013573,low.02189,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00363393,2189,0.19533352937849804
Some groups also hold suspension performances.,low,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.141838,low.02190,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03793389,2190,0.2299909083330415
Everyone had been working so hard.,low,0.6515151515151515,torontomyst.6.034786,low.02191,torontomyst.493019,2191,0.17297632436081362
Evelyn pained expression focused on me.,low,0.6376811594202898,torontomyst.6.055620,low.02192,torontomyst.774149,2192,0.27608034692239214
He'd give you a flippant answer.,low,0.8148148148148148,torontofantasy.6.331350,low.02193,torontofantasy.4334790,2193,0.22677124534431556
Give them perspective on their relationship.,low,0.7142857142857143,torontoadv.6.053318,low.02194,torontoadv.895319,2194,0.19917075436261453
We're still asking folks to leave.,low,0.7346938775510204,cocaspok2005.6.002313,low.02195,cocaspok2005.0040563,2195,0.19863421441701715
Yet the outcome can be unpredictable.,low,0.66,wsj.6.000723,low.02196,wsj.132603,2196,0.2075555564824209
Their apps on a daily basis.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.134941,low.02197,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03677081,2197,0.2194286282822688
You will never leave our minds.,low,0.6857142857142857,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.018413,low.02198,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00499317,2198,0.18777233611743951
We get the attention we desire.,low,0.8620689655172413,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.093801,low.02199,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02533874,2199,0.17657925957488319
My skin felt smooth and clean.,low,0.8888888888888888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.178598,low.02200,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04856489,2200,0.24075671619787017
So give unselfishly and receive abundantly.,low,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.084139,low.02201,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02250619,2201,0.2570185489778332
Of course we were all concerned.,low,0.6949152542372882,torontomyst.6.139158,low.02202,torontomyst.1804703,2202,0.17949491827244812
"Well, give a couple of minutes...",low,0.631578947368421,cornellmov.6.006351,low.02203,cornellmov.0036107,2203,0.16850257567754728
We are concerned with higher matters.,low,0.6666666666666666,torontofantasy.6.090934,low.02204,torontofantasy.1340894,2204,0.19627156499368442
I excused myself to the restroom.,low,0.8135593220338984,torontofantasy.6.080331,low.02205,torontofantasy.1185920,2205,0.21517657238567822
We constantly improve update our content.,low,0.7837837837837838,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.060449,low.02206,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01633462,2206,0.24367708215356826
It's not going to be easy.,low,0.6493506493506493,cocaspok1998.6.009453,low.02207,cocaspok1998.0124555,2207,0.19863695662801542
And I struggle to walk properly.,low,0.8958333333333334,torontoadv.6.002056,low.02208,torontoadv.40386,2208,0.18368426359243425
Your leg must be getting better.,low,0.8095238095238095,cornellmov.6.007140,low.02209,cornellmov.0040902,2209,0.18566275406409238
I was feeling a little better.,low,0.6923076923076923,torontomyst.6.030545,low.02210,torontomyst.436181,2210,0.17421849136046547
Select the best suitable company offering.,low,0.7115384615384616,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.034717,low.02211,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00937098,2211,0.2405214710045533
She's kind of afraid of people.,low,0.825,cocaspok1990.6.007033,low.02212,cocaspok1990.0126080,2212,0.22241751985510558
"Larry, you just take it easy.",low,0.8157894736842105,cornellmov.6.008779,low.02213,cornellmov.0050333,2213,0.17308789127271482
We are concerned here -- let's focus.,low,0.7586206896551724,cocaspok1997.6.008226,low.02214,cocaspok1997.0096742,2214,0.19506920277052459
Are you afraid of growing competition?,low,0.8387096774193549,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.055137,low.02215,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01499799,2215,0.1857587658317563
But everything is also getting better.,low,0.734375,cornellmov.6.017951,low.02216,cornellmov.0103867,2216,0.164212056504475
Thank you for a thoughtful piece.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.077439,low.02217,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02087054,2217,0.2105785273489188
Then you'd better start believing me.,low,0.6282051282051282,cornellmov.6.001998,low.02218,cornellmov.0011270,2218,0.19299200202731223
Give the best first impression possible.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.030781,low.02219,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00829665,2219,0.18145334035918695
Give her a couple of hours.,low,0.7051282051282052,cornellmov.6.029211,low.02220,cornellmov.0176798,2220,0.1781950169664246
"Then they're not separated, are they?",low,0.8208955223880597,cornellmov.6.012071,low.02221,cornellmov.0068601,2221,0.19676276001246196
His expression clearly showed his confusion.,low,0.6923076923076923,torontoadv.6.047485,low.02222,torontoadv.798840,2222,0.26481545293220937
Sort of low to medium heat.,low,0.7733333333333333,cocaspok2002.6.006468,low.02223,cocaspok2002.0098285,2223,0.2312912012774847
I wanted you to be real.,low,0.7215189873417721,cornellmov.6.019777,low.02224,cornellmov.0115744,2224,0.16247396752264895
"For instance, to, too, and two.",low,0.96,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.100688,low.02225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02705189,2225,0.16890882085320746
Unless he'd been afraid they'd know.,low,0.5974025974025974,torontofantasy.6.101660,low.02226,torontofantasy.1471134,2226,0.21374971809064497
"Another, better moment would present itself.",low,0.6842105263157895,torontofantasy.6.244962,low.02227,torontofantasy.3250020,2227,0.17475007552787883
We should keep our expectations low.,low,0.6739130434782609,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.060033,low.02228,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01626703,2228,0.20249828589994334
"To give her some space, but...",low,0.7333333333333333,torontofantasy.6.449201,low.02229,torontofantasy.5839980,2229,0.16087914448048227
For a moment the room spun.,low,0.7875,torontomyst.6.009114,low.02230,torontomyst.125516,2230,0.18757241648560904
Give her some of your strength.,low,0.7435897435897436,torontofantasy.6.410970,low.02231,torontofantasy.5384610,2231,0.18637585399530315
Students must have good communication skills.,low,0.8493150684931506,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.081791,low.02232,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02229645,2232,0.24353712433625072
"Indeed, nothing worth having comes easy.",low,0.72,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.115152,low.02233,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03115754,2233,0.1944479693744063
But isn't quick weight loss dangerous?,low,0.9591836734693876,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.085528,low.02234,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02314684,2234,0.2671915443617169
You must have been very proud.,low,0.71875,cornellmov.6.015205,low.02235,cornellmov.0086658,2235,0.17748338443980918
I could barely focus or function.,low,0.7611940298507462,torontofantasy.6.312367,low.02236,torontofantasy.4100015,2236,0.18622277091826595
His dreams were growing more powerful.,low,0.7945205479452054,torontofantasy.6.340970,low.02237,torontofantasy.4491098,2237,0.19703454027863893
I must insist you try some.,low,0.691358024691358,cornellmov.6.016479,low.02238,cornellmov.0094502,2238,0.18375600010440865
We want to make it better.,low,0.5555555555555556,cocaspok2006.6.008827,low.02239,cocaspok2006.0135524,2239,0.1689327949476519
But you just made strong statements.,low,0.6582278481012658,cocaspok1990.6.003363,low.02240,cocaspok1990.0050883,2240,0.17337405747561624
You are very easy to understand.,low,0.7368421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.081053,low.02241,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02166890,2241,0.18134429953206663
A danger that was nearly tangible.,low,0.62,torontofantasy.6.302818,low.02242,torontofantasy.3964312,2242,0.1956107343550703
Still there are plenty of critics.,low,0.7258064516129032,wsj.6.001328,low.02243,wsj.243956,2243,0.19676569475015332
Some individuals prefer utilizing thoughts maps.,low,0.8363636363636363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.029939,low.02244,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00804228,2244,0.25860347263860234
That's already been taken care of.,low,0.759493670886076,cornellmov.6.031419,low.02245,cornellmov.0190708,2245,0.20777444417604451
"Arrogant, sometimes ruthless people, but still.",low,0.7530864197530864,torontofantasy.6.300400,low.02246,torontofantasy.3937471,2246,0.2400650423774219
There were signs of a struggle.,low,0.7283950617283951,torontomyst.6.147489,low.02247,torontomyst.1902458,2247,0.18374350897624023
"""It'll give you nightmares,"" he advised.",low,0.7875,torontofantasy.6.347853,low.02248,torontofantasy.4572412,2248,0.21068528034254383
But still it wasn't nearly enough.,low,0.5573770491803278,wsj.6.001648,low.02249,wsj.301245,2249,0.18101230308968713
I couldn't hold back any longer.,low,0.6538461538461539,torontofantasy.6.284559,low.02250,torontofantasy.3702658,2250,0.17745683222078024
"I feel his presence, so strong...",low,0.8360655737704918,cornellmov.6.024522,low.02251,cornellmov.0146526,2251,0.1785856264545666
There were still several familiar faces.,low,0.68,torontofantasy.6.187906,low.02252,torontofantasy.2551732,2252,0.1994901315640141
Some have done some remarkable things.,low,0.8,cocaspok2003.6.004445,low.02253,cocaspok2003.0070939,2253,0.19330391294179036
Create amazing logos quick and easily.,low,0.9166666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.136477,low.02254,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03696776,2254,0.24510978405543263
You still had to prove yourself.,low,0.5901639344262295,cornellmov.6.025919,low.02255,cornellmov.0155477,2255,0.1680663680527861
Such features make dramatic selling points.,low,0.7727272727272727,wsj.6.002644,low.02256,wsj.479456,2256,0.21905093122685335
They better be ready for me.,low,0.7468354430379747,torontofantasy.6.363149,low.02257,torontofantasy.4751957,2257,0.1664349602424573
"A single mind, a single focus.",low,0.7402597402597403,torontomyst.6.047539,low.02258,torontomyst.667855,2258,0.2306816117483308
Disbelief only better served its purpose.,low,0.6363636363636364,torontoadv.6.022294,low.02259,torontoadv.395853,2259,0.20567997808697686
Allow the battery to recharge overnight.,low,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.077850,low.02260,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02086783,2260,0.2795269546445326
"Strong wind, freezing rain and snow.",low,0.8028169014084507,cocaspok2011.6.009063,low.02261,cocaspok2011.0115228,2261,0.3222762943749114
