sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_resnet50-early
They're not going to hurt me.,low,0.6575342465753424,torontofantasy.6.267301,low.02158,torontofantasy.3521680,2158,0.0022648901
It should leave a clear trail.,low,0.7,torontofantasy.6.322226,low.02159,torontofantasy.4223409,2159,0.002754762
Let me give you a hypothetical.,low,0.8297872340425532,torontomyst.6.035551,low.02160,torontomyst.503582,2160,0.0021340435
Change them if they become damp.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.125629,low.02161,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03398446,2161,0.0020211309
Its remains are still visible today.,low,0.7619047619047619,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.170692,low.02162,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04583692,2162,0.0021204103
We are responsive to community concerns.,low,0.8055555555555556,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.004616,low.02163,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00125036,2163,0.0024629396
It must be close to dawn.,low,0.7446808510638298,torontofantasy.6.336350,low.02164,torontofantasy.4412462,2164,0.0018683558
Repeat if needed for full coverage.,low,0.8163265306122449,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.083685,low.02165,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02244582,2165,0.002017941
Intended for and available to everyone.,low,0.6666666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.063574,low.02166,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01699666,2166,0.0017485328
It was very clean and modern.,low,0.7096774193548387,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.033101,low.02167,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00894170,2167,0.003073206
Learning to forgive benefits everyone involved.,low,0.6901408450704225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.084005,low.02168,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02272708,2168,0.0019690404
The key to survival is moderation.,low,0.8983050847457628,torontofantasy.6.362887,low.02169,torontofantasy.4749453,2169,0.0019851523
What experience remained to be seen.,low,0.6329113924050633,torontofantasy.6.408241,low.02170,torontofantasy.5344328,2170,0.0019337097
The wound couldn't be that serious.,low,0.6341463414634146,torontofantasy.6.469730,low.02171,torontofantasy.6100981,2171,0.002562478
I have to clean it up.,low,0.7254901960784313,torontofantasy.6.386761,low.02172,torontofantasy.5068113,2172,0.001917214
How do we become a customer?,low,0.8275862068965517,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.131727,low.02173,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03562544,2173,0.0018424345
The second guard waved them past.,low,0.7903225806451613,torontofantasy.6.462741,low.02174,torontofantasy.6017854,2174,0.0019620655
I get emails from them constantly.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.165704,low.02175,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04450581,2175,0.001888989
How soon will you be ready?,low,0.6567164179104478,cornellmov.6.018985,low.02176,cornellmov.0110790,2176,0.002699813
I go through without any alarms.,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.023461,low.02177,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00623669,2177,0.0031621926
But the procedure isn't for everyone.,low,0.7974683544303798,cocaspok2004.6.008069,low.02178,cocaspok2004.0119471,2178,0.0019064036
It is such a great feeling.,low,0.6119402985074627,cocaspok2009.6.007504,low.02179,cocaspok2009.0095892,2179,0.0033069246
We have one slight problem though.,low,0.7,torontoadv.6.041981,low.02180,torontoadv.715747,2180,0.0018953005
I would recommend Nadia's to everyone!,low,0.8431372549019608,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.066503,low.02181,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01795065,2181,0.0028031557
He wanted to keep this serious.,low,0.7468354430379747,torontofantasy.6.079874,low.02182,torontofantasy.1178694,2182,0.0021158548
"He was so strong, so commanding.",low,0.8024691358024691,torontofantasy.6.214391,low.02183,torontofantasy.2893101,2183,0.0028983555
To give your anger a voice.,low,0.7796610169491526,cornellmov.6.038430,low.02184,cornellmov.0235755,2184,0.001997449
"Sounds just a little complicated, appropriate?",low,0.6764705882352942,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.019810,low.02185,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00529914,2185,0.0022530654
He would be easy to manage.,low,0.7647058823529411,torontoadv.6.019513,low.02186,torontoadv.349018,2186,0.0022680087
He was giving them full employment.,low,0.8048780487804879,cocaspok1993.6.008853,low.02187,cocaspok1993.0121950,2187,0.0019178231
And getting better all the time.,low,0.8095238095238095,cornellmov.6.019018,low.02188,cornellmov.0111012,2188,0.0018574444
They are usually easy to access.,low,0.696969696969697,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.013573,low.02189,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00363393,2189,0.0025802809
Some groups also hold suspension performances.,low,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.141838,low.02190,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03793389,2190,0.002251904
Everyone had been working so hard.,low,0.6515151515151515,torontomyst.6.034786,low.02191,torontomyst.493019,2191,0.0025661048
Evelyn pained expression focused on me.,low,0.6376811594202898,torontomyst.6.055620,low.02192,torontomyst.774149,2192,0.0020357827
He'd give you a flippant answer.,low,0.8148148148148148,torontofantasy.6.331350,low.02193,torontofantasy.4334790,2193,0.0034584773
Give them perspective on their relationship.,low,0.7142857142857143,torontoadv.6.053318,low.02194,torontoadv.895319,2194,0.0019038265
We're still asking folks to leave.,low,0.7346938775510204,cocaspok2005.6.002313,low.02195,cocaspok2005.0040563,2195,0.0028379622
Yet the outcome can be unpredictable.,low,0.66,wsj.6.000723,low.02196,wsj.132603,2196,0.0019776833
Their apps on a daily basis.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.134941,low.02197,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03677081,2197,0.0019449223
You will never leave our minds.,low,0.6857142857142857,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.018413,low.02198,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00499317,2198,0.0018205205
We get the attention we desire.,low,0.8620689655172413,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.093801,low.02199,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02533874,2199,0.0022859701
My skin felt smooth and clean.,low,0.8888888888888888,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.178598,low.02200,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04856489,2200,0.0021383257
So give unselfishly and receive abundantly.,low,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.084139,low.02201,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02250619,2201,0.0021960295
Of course we were all concerned.,low,0.6949152542372882,torontomyst.6.139158,low.02202,torontomyst.1804703,2202,0.0021228998
"Well, give a couple of minutes...",low,0.631578947368421,cornellmov.6.006351,low.02203,cornellmov.0036107,2203,0.0018983796
We are concerned with higher matters.,low,0.6666666666666666,torontofantasy.6.090934,low.02204,torontofantasy.1340894,2204,0.0028351026
I excused myself to the restroom.,low,0.8135593220338984,torontofantasy.6.080331,low.02205,torontofantasy.1185920,2205,0.0029653106
We constantly improve update our content.,low,0.7837837837837838,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.060449,low.02206,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01633462,2206,0.0019960904
It's not going to be easy.,low,0.6493506493506493,cocaspok1998.6.009453,low.02207,cocaspok1998.0124555,2207,0.0019229054
And I struggle to walk properly.,low,0.8958333333333334,torontoadv.6.002056,low.02208,torontoadv.40386,2208,0.0019712953
Your leg must be getting better.,low,0.8095238095238095,cornellmov.6.007140,low.02209,cornellmov.0040902,2209,0.0021171947
I was feeling a little better.,low,0.6923076923076923,torontomyst.6.030545,low.02210,torontomyst.436181,2210,0.0020547835
Select the best suitable company offering.,low,0.7115384615384616,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.034717,low.02211,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00937098,2211,0.0026256836
She's kind of afraid of people.,low,0.825,cocaspok1990.6.007033,low.02212,cocaspok1990.0126080,2212,0.0020994178
"Larry, you just take it easy.",low,0.8157894736842105,cornellmov.6.008779,low.02213,cornellmov.0050333,2213,0.0019504046
We are concerned here -- let's focus.,low,0.7586206896551724,cocaspok1997.6.008226,low.02214,cocaspok1997.0096742,2214,0.0021501116
Are you afraid of growing competition?,low,0.8387096774193549,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.055137,low.02215,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01499799,2215,0.002093984
But everything is also getting better.,low,0.734375,cornellmov.6.017951,low.02216,cornellmov.0103867,2216,0.0020387066
Thank you for a thoughtful piece.,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.077439,low.02217,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02087054,2217,0.0024048854
Then you'd better start believing me.,low,0.6282051282051282,cornellmov.6.001998,low.02218,cornellmov.0011270,2218,0.0019481146
Give the best first impression possible.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.030781,low.02219,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00829665,2219,0.0021430894
Give her a couple of hours.,low,0.7051282051282052,cornellmov.6.029211,low.02220,cornellmov.0176798,2220,0.0018954569
"Then they're not separated, are they?",low,0.8208955223880597,cornellmov.6.012071,low.02221,cornellmov.0068601,2221,0.0019346379
His expression clearly showed his confusion.,low,0.6923076923076923,torontoadv.6.047485,low.02222,torontoadv.798840,2222,0.0020985922
Sort of low to medium heat.,low,0.7733333333333333,cocaspok2002.6.006468,low.02223,cocaspok2002.0098285,2223,0.0018404912
I wanted you to be real.,low,0.7215189873417721,cornellmov.6.019777,low.02224,cornellmov.0115744,2224,0.0033656203
"For instance, to, too, and two.",low,0.96,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.100688,low.02225,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02705189,2225,0.0020870653
Unless he'd been afraid they'd know.,low,0.5974025974025974,torontofantasy.6.101660,low.02226,torontofantasy.1471134,2226,0.0030676592
"Another, better moment would present itself.",low,0.6842105263157895,torontofantasy.6.244962,low.02227,torontofantasy.3250020,2227,0.0019897774
We should keep our expectations low.,low,0.6739130434782609,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.060033,low.02228,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01626703,2228,0.0019313302
"To give her some space, but...",low,0.7333333333333333,torontofantasy.6.449201,low.02229,torontofantasy.5839980,2229,0.0020588718
For a moment the room spun.,low,0.7875,torontomyst.6.009114,low.02230,torontomyst.125516,2230,0.0018999812
Give her some of your strength.,low,0.7435897435897436,torontofantasy.6.410970,low.02231,torontofantasy.5384610,2231,0.0019505401
Students must have good communication skills.,low,0.8493150684931506,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.081791,low.02232,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02229645,2232,0.0018760994
"Indeed, nothing worth having comes easy.",low,0.72,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.115152,low.02233,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03115754,2233,0.0028692011
But isn't quick weight loss dangerous?,low,0.9591836734693876,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.085528,low.02234,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02314684,2234,0.0019787154
You must have been very proud.,low,0.71875,cornellmov.6.015205,low.02235,cornellmov.0086658,2235,0.0019038921
I could barely focus or function.,low,0.7611940298507462,torontofantasy.6.312367,low.02236,torontofantasy.4100015,2236,0.0018408614
His dreams were growing more powerful.,low,0.7945205479452054,torontofantasy.6.340970,low.02237,torontofantasy.4491098,2237,0.0021258863
I must insist you try some.,low,0.691358024691358,cornellmov.6.016479,low.02238,cornellmov.0094502,2238,0.0019348083
We want to make it better.,low,0.5555555555555556,cocaspok2006.6.008827,low.02239,cocaspok2006.0135524,2239,0.0020122374
But you just made strong statements.,low,0.6582278481012658,cocaspok1990.6.003363,low.02240,cocaspok1990.0050883,2240,0.0022955362
You are very easy to understand.,low,0.7368421052631579,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.081053,low.02241,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02166890,2241,0.0019150038
A danger that was nearly tangible.,low,0.62,torontofantasy.6.302818,low.02242,torontofantasy.3964312,2242,0.002523317
Still there are plenty of critics.,low,0.7258064516129032,wsj.6.001328,low.02243,wsj.243956,2243,0.0019425742
Some individuals prefer utilizing thoughts maps.,low,0.8363636363636363,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.029939,low.02244,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00804228,2244,0.0019523584
That's already been taken care of.,low,0.759493670886076,cornellmov.6.031419,low.02245,cornellmov.0190708,2245,0.0018758187
"Arrogant, sometimes ruthless people, but still.",low,0.7530864197530864,torontofantasy.6.300400,low.02246,torontofantasy.3937471,2246,0.0023138963
There were signs of a struggle.,low,0.7283950617283951,torontomyst.6.147489,low.02247,torontomyst.1902458,2247,0.0020989967
"""It'll give you nightmares,"" he advised.",low,0.7875,torontofantasy.6.347853,low.02248,torontofantasy.4572412,2248,0.0018860793
But still it wasn't nearly enough.,low,0.5573770491803278,wsj.6.001648,low.02249,wsj.301245,2249,0.0022462094
I couldn't hold back any longer.,low,0.6538461538461539,torontofantasy.6.284559,low.02250,torontofantasy.3702658,2250,0.0018578231
"I feel his presence, so strong...",low,0.8360655737704918,cornellmov.6.024522,low.02251,cornellmov.0146526,2251,0.0020033633
There were still several familiar faces.,low,0.68,torontofantasy.6.187906,low.02252,torontofantasy.2551732,2252,0.0021288984
Some have done some remarkable things.,low,0.8,cocaspok2003.6.004445,low.02253,cocaspok2003.0070939,2253,0.0030166276
Create amazing logos quick and easily.,low,0.9166666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.136477,low.02254,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03696776,2254,0.0023954064
You still had to prove yourself.,low,0.5901639344262295,cornellmov.6.025919,low.02255,cornellmov.0155477,2255,0.0018553357
Such features make dramatic selling points.,low,0.7727272727272727,wsj.6.002644,low.02256,wsj.479456,2256,0.0022194241
They better be ready for me.,low,0.7468354430379747,torontofantasy.6.363149,low.02257,torontofantasy.4751957,2257,0.0024676768
"A single mind, a single focus.",low,0.7402597402597403,torontomyst.6.047539,low.02258,torontomyst.667855,2258,0.0018070252
Disbelief only better served its purpose.,low,0.6363636363636364,torontoadv.6.022294,low.02259,torontoadv.395853,2259,0.0031345754
Allow the battery to recharge overnight.,low,0.8333333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.077850,low.02260,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02086783,2260,0.0028155947
"Strong wind, freezing rain and snow.",low,0.8028169014084507,cocaspok2011.6.009063,low.02261,cocaspok2011.0115228,2261,0.0023121983
Have you drawn all your life?,low,0.8235294117647058,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.001170,low.02262,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00032296,2262,0.0027199762
Even the beast seemed less afraid.,low,0.7692307692307693,torontofantasy.6.052863,low.02263,torontofantasy.769064,2263,0.0019991724
Five of those are critically wounded.,low,0.7777777777777778,cocaspok2002.6.004096,low.02264,cocaspok2002.0064868,2264,0.0023899109
It is round and relatively small.,low,0.8133333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.017346,low.02265,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00463689,2265,0.0033460173
Getting to your session is easy.,low,0.78,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.126846,low.02266,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03425111,2266,0.0027900194
His policies are out of touch.,low,0.6623376623376623,cocaspok2012.6.003493,low.02267,cocaspok2012.042683,2267,0.0021700223
"I'm not afraid of failure, no.",low,0.7142857142857143,cocaspok2011.6.006075,low.02268,cocaspok2011.0076762,2268,0.0018380934
Had he calculated correctly for once?,low,0.7592592592592593,torontomyst.6.098967,low.02269,torontomyst.1312574,2269,0.0020725012
Great success tonight upon first attempt..,low,0.631578947368421,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.074397,low.02270,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02010395,2270,0.0018740629
But still Tom seemed to hesitate.,low,0.6811594202898551,torontomyst.6.139655,low.02271,torontomyst.1809910,2271,0.0022547517
The application is easy to use.,low,0.7794117647058824,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.069981,low.02272,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01903559,2272,0.002798969
And we can get even better.,low,0.711864406779661,cornellmov.6.037064,low.02273,cornellmov.0226935,2273,0.0022593655
Shipping was quick and easy too.,low,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.092465,low.02274,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02503098,2274,0.0030140614
"He appeared startled, but seemingly unharmed.",low,0.6779661016949152,torontofantasy.6.130370,low.02275,torontofantasy.1785565,2275,0.0018725256
"It was clean, bright and comfortable.",low,0.7792207792207793,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.172251,low.02276,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04640240,2276,0.0024097466
It sends its own valuable signal.,low,0.6470588235294118,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.162917,low.02277,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04433165,2277,0.002137465
Because we're almost out of time.,low,0.6712328767123288,cocaspok2006.6.007604,low.02278,cocaspok2006.0118629,2278,0.0021297364
We give you peace of mind.,low,0.6753246753246753,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.060781,low.02279,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01642319,2279,0.0026902258
Focus on breathing deeply and slowly.,low,0.8627450980392157,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.046414,low.02280,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272802,2280,0.0019686224
Its improper use cannot be tolerated.,low,0.6774193548387096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.148035,low.02281,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03992143,2281,0.0019727272
His eyes were harsh and biting.,low,0.7926829268292683,torontofantasy.6.221613,low.02282,torontofantasy.2974194,2282,0.0018295425
And you'd be correct every time.,low,0.8412698412698413,cocaspok1994.6.000833,low.02283,cocaspok1994.0011324,2283,0.0020536145
Every piece of them has power.,low,0.7540983606557377,torontofantasy.6.111599,low.02284,torontofantasy.1603313,2284,0.0019348926
The damage might already be done.,low,0.72,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.049021,low.02285,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01306639,2285,0.0019063888
You still have time to plan.,low,0.65625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.135172,low.02286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03651708,2286,0.001830247
The problem must be faced squarely.,low,0.7142857142857143,brown.6.001147,low.02287,brown.022504,2287,0.0019382074
Another manner is to time entries.,low,0.576271186440678,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.016226,low.02288,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00430395,2288,0.002031928
The last reported wind was calm.,low,0.7,cocaspok2011.6.004318,low.02289,cocaspok2011.0055041,2289,0.0019843644
It must be great being you.,low,0.8571428571428571,cornellmov.6.030832,low.02290,cornellmov.0186949,2290,0.0020496973
"Every word still clear, still sure.",low,0.6447368421052632,torontofantasy.6.186732,low.02291,torontofantasy.2534965,2291,0.0019390562
We are full of literary people.,low,0.7236842105263158,wsj.6.002551,low.02292,wsj.464077,2292,0.0020880788
Possibly the last of his kind.,low,0.68,torontofantasy.6.020194,low.02293,torontofantasy.293030,2293,0.0021888735
You have to make it last.,low,0.7321428571428571,torontofantasy.6.126495,low.02294,torontofantasy.1742274,2294,0.0019206485
Perhaps something he was searching for.,low,0.6190476190476191,torontofantasy.6.152230,low.02295,torontofantasy.2072037,2295,0.0023090588
Economic issues must also be resolved.,low,0.7887323943661971,cocaspok2003.6.003284,low.02296,cocaspok2003.0056281,2296,0.0021103933
Many of them have been flawless.,low,0.7377049180327869,cocaspok1992.6.003354,low.02297,cocaspok1992.0043364,2297,0.0021993364
Aren't we full of ourselves today?,low,0.8311688311688312,cornellmov.6.018697,low.02298,cornellmov.0108882,2298,0.001825409
I will be worried about them.,low,0.6349206349206349,cocaspok2003.6.000879,low.02299,cocaspok2003.0017228,2299,0.004179864
Don't be afraid to be lazy.,low,0.9322033898305084,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.089546,low.02300,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02438405,2300,0.0019598405
I feel very dependent on them.,low,0.76,cocaspok2001.6.005788,low.02301,cocaspok2001.0089720,2301,0.0022619953
Now be careful with that bag.,low,0.7037037037037037,cornellmov.6.020406,low.02302,cornellmov.0119558,2302,0.0019856244
It is not a serious proposal.,low,0.7049180327868853,cocaspok2011.6.010396,low.02303,cocaspok2011.0132520,2303,0.0028345734
Is such that I was stunned.,low,0.6049382716049383,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.054854,low.02304,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01467931,2304,0.0018450024
We better get you cleaned up.,low,0.796875,cornellmov.6.023451,low.02305,cornellmov.0139624,2305,0.00280536
Perhaps that was what he felt.,low,0.676923076923077,torontoadv.6.004042,low.02306,torontoadv.73905,2306,0.0029800932
A festive reception concluded the afternoon.,low,0.7142857142857143,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.146991,low.02307,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04003834,2307,0.0027180372
You must stand up to him.,low,0.7435897435897436,torontofantasy.6.041679,low.02308,torontofantasy.602978,2308,0.0018183024
Have your job duties expanded substantially?,low,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.111260,low.02309,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03043174,2309,0.002093472
Shouldn't we take every possible precaution?,low,0.7058823529411765,cornellmov.6.037836,low.02310,cornellmov.0231953,2310,0.0018839092
Cost effective plans for every business.,low,0.6428571428571429,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.125428,low.02311,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03372128,2311,0.002011789
"Well, then, it must be fought.",low,0.6923076923076923,cornellmov.6.031390,low.02312,cornellmov.0190525,2312,0.0033523517
I enjoyed every minute of it.,low,0.6507936507936508,cornellmov.6.005639,low.02313,cornellmov.0032150,2313,0.002336879
Sam's knees threatened to give out.,low,0.8955223880597015,torontofantasy.6.420727,low.02314,torontofantasy.5548548,2314,0.002502687
He was very kind and strong.,low,0.7469879518072289,cornellmov.6.016826,low.02315,cornellmov.0096918,2315,0.0018893583
You still have to be involved.,low,0.6233766233766234,cocaspok1997.6.004193,low.02316,cocaspok1997.0049014,2316,0.002238233
That phrase denied is so powerful.,low,0.7027027027027027,cocaspok2009.6.006580,low.02317,cocaspok2009.0083927,2317,0.001955125
Everyone was so impressed by it.,low,0.6333333333333333,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.122945,low.02318,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03323174,2318,0.0028032414
And you have excellent survival skills.,low,0.7397260273972602,torontomyst.6.152083,low.02319,torontomyst.1954764,2319,0.0018192242
Meaning that you are not certain...?,low,0.7088607594936709,torontofantasy.6.465933,low.02320,torontofantasy.6056568,2320,0.0021699835
"A small, dimly glowing ball appeared.",low,0.828125,torontofantasy.6.058661,low.02321,torontofantasy.851133,2321,0.0020140957
The suspects might be there already.,low,0.6790123456790124,cornellmov.6.015567,low.02322,cornellmov.0088822,2322,0.0018513525
And Gerry was definitely physically strong.,low,0.7857142857142857,torontomyst.6.174075,low.02323,torontomyst.2212696,2323,0.0020781625
"But still, you can't be sure.",low,0.7435897435897436,cornellmov.6.013729,low.02324,cornellmov.0077970,2324,0.0018600029
"When fully prepared, confidence comes easy.",low,0.7818181818181819,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.052911,low.02325,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01437911,2325,0.0032487917
Especially coated to ensure long life.,low,0.8148148148148148,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.130273,low.02326,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03489903,2326,0.0020131695
"It just makes me weary, somehow.",low,0.7288135593220338,torontofantasy.6.364973,low.02327,torontofantasy.4768863,2327,0.0018537889
Only managed to hurt her more.,low,0.75,torontofantasy.6.261741,low.02328,torontofantasy.3464485,2328,0.0023928504
"For example, just a quick statistic.",low,0.7966101694915254,cocaspok2005.6.003230,low.02329,cocaspok2005.0053700,2329,0.0019132978
We are afraid to touch him!,low,0.7543859649122807,torontomyst.6.066333,low.02330,torontomyst.919290,2330,0.001913901
Don't give me any of that.,low,0.7910447761194029,cornellmov.6.037343,low.02331,cornellmov.0228726,2331,0.002324184
"Besides, he had to get away.",low,0.7066666666666667,torontoadv.6.005839,low.02332,torontoadv.100239,2332,0.0019448708
